date,akher gur (red sugar)_avg_retail_price,akher gur (red sugar)_avg_wholesale_price,bull (3 years)_avg_retail_price,bull (3 years)_avg_wholesale_price,bull (60 kg meat)_avg_retail_price,bull (60 kg meat)_avg_wholesale_price,chitta gur (red sugar)_avg_retail_price,chitta gur (red sugar)_avg_wholesale_price,cow (2 litre milk)_avg_retail_price,cow (2 litre milk)_avg_wholesale_price,date gur (red sugar)_avg_retail_price,date gur (red sugar)_avg_wholesale_price,firewood - log(doom)_avg_retail_price,firewood - log(doom)_avg_wholesale_price,firewood - mango_avg_retail_price,firewood - mango_avg_wholesale_price,firewood - shal_gozari_avg_retail_price,firewood - shal_gozari_avg_wholesale_price,firewood - shimul_avg_retail_price,firewood - shimul_avg_wholesale_price,firewood - tamarind_wood apple_avg_retail_price,firewood - tamarind_wood apple_avg_wholesale_price,garlic (local) - big size_avg_retail_price,garlic (local) - big size_avg_wholesale_price,goat (female - 6 kg meat)_avg_retail_price,goat (female - 6 kg meat)_avg_wholesale_price,goat (male - 6 kg meat)_avg_retail_price,goat (male - 6 kg meat)_avg_wholesale_price,gold (gini)_avg_retail_price,gold (gini)_avg_wholesale_price,gold-tejab_avg_retail_price,gold-tejab_avg_wholesale_price,goor_avg_retail_price,goor_avg_wholesale_price,gram-husk_avg_retail_price,gram-husk_avg_wholesale_price,iodized salt (loose) - ordinary_avg_retail_price,iodized salt (loose) - ordinary_avg_wholesale_price,iodized salt (packed)_avg_retail_price,iodized salt (packed)_avg_wholesale_price,kharh (paddy straw)_avg_retail_price,kharh (paddy straw)_avg_wholesale_price,khesari-husk_avg_retail_price,khesari-husk_avg_wholesale_price,masur-husk_avg_retail_price,masur-husk_avg_wholesale_price,paddy-husk_avg_retail_price,paddy-husk_avg_wholesale_price,ram (6 kg meat)_sheep_avg_retail_price,ram (6 kg meat)_sheep_avg_wholesale_price,silver_avg_retail_price,silver_avg_wholesale_price,sugar (imported)_avg_retail_price,sugar (imported)_avg_wholesale_price,sugar (local)_avg_retail_price,sugar (local)_avg_wholesale_price,sugar (o.m.s._t.c.b.)_avg_retail_price,sugar (o.m.s._t.c.b.)_avg_wholesale_price,wheat-husk_avg_retail_price,wheat-husk_avg_wholesale_price
2019-06-24,74.0,6664.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39389.5,46958.0,,,,,32.5,3020.0,17.5,1527.0,31.0,2959.0,5.5,400.0,33.0,3107.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,800.5,928.0,53.0,5050.0,53.0,5054.0,,,35.0,3323.0
2019-06-25,74.0,6664.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39389.5,46958.0,,,,,32.5,3020.0,17.5,1527.0,31.0,2959.0,5.5,400.0,33.0,3107.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,800.5,928.0,53.0,5051.0,53.0,5054.0,,,35.0,3323.0
2019-06-26,75.5,6800.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,638.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39389.5,46958.0,,,,,32.5,3020.0,17.5,1527.0,31.0,2963.0,5.5,400.0,33.5,3173.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,800.5,928.0,53.0,5048.0,53.0,5067.0,,,35.5,3373.0
2019-06-27,75.0,6782.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39768.0,46834.0,,,,,32.5,3020.0,17.5,1527.0,31.0,2968.0,5.5,400.0,33.5,3173.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,775.5,887.0,53.0,5048.0,53.0,5069.0,,,35.5,3373.0
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,76.0,6860.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39768.0,46834.0,,,,,32.5,3020.0,17.0,1527.0,30.5,2963.0,5.5,400.0,33.5,3173.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,775.5,887.0,53.0,5051.0,53.0,5083.0,,,34.0,3297.0
2019-07-01,76.0,6860.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39768.0,46834.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2961.0,5.5,400.0,33.5,3173.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,775.5,887.0,53.0,5056.0,53.0,5086.0,,,34.0,3297.0
2019-07-02,76.0,6860.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39768.0,46834.0,,,,,32.5,3020.0,17.5,1527.0,31.0,2973.0,5.5,400.0,33.5,3173.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,775.5,887.0,53.5,5080.0,53.5,5108.0,,,36.0,3373.0
2019-07-03,76.0,6860.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,38995.5,45400.0,,,,,32.5,3020.0,17.5,1520.0,30.5,2936.0,5.5,400.0,33.5,3173.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,775.5,887.0,53.5,5075.0,53.5,5088.0,,,36.0,3373.0
2019-07-04,76.0,6860.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,38995.5,45400.0,,,,,32.5,3020.0,17.5,1520.0,30.5,2941.0,5.5,400.0,33.5,3173.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,775.5,887.0,53.5,5090.0,53.0,5084.0,,,36.0,3373.0
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-07,76.0,6860.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,38995.5,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2938.0,5.5,400.0,33.5,3173.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,775.5,887.0,55.5,5302.0,53.5,5117.0,,,36.0,3373.0
2019-07-08,76.0,6860.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,38995.5,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2938.0,5.5,400.0,33.5,3173.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,775.5,887.0,54.0,5119.0,53.5,5116.0,,,36.0,3398.0
2019-07-09,76.0,6860.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,38995.5,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2943.0,5.5,400.0,33.5,3173.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,775.5,887.0,53.5,6433.0,54.0,188698.0,,,36.0,3398.0
2019-07-10,76.0,6860.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39245.5,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2936.0,8.5,650.0,33.5,3173.0,26.0,2405.0,14.0,1600.0,3475.0,3550.0,791.5,887.0,54.0,6440.0,54.0,188688.0,,,35.0,3298.0
2019-07-11,77.5,6933.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39245.5,45400.0,,,,,32.5,3020.0,17.0,1511.0,30.5,2935.0,8.5,650.0,36.5,3410.0,22.5,2010.0,14.0,1600.0,3475.0,3550.0,791.5,887.0,56.0,6691.0,54.0,22036.0,,,36.5,3423.0
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-13,65.0,6000.0,65000.0,70000.0,27500.0,28000.0,,,55000.0,60000.0,,,,,,,,,,,,,,,3500.0,4000.0,4100.0,4200.0,36063.0,42100.0,,,,,,,17.0,1400.0,30.0,3000.0,,,,,,,,,3500.0,3600.0,647.0,760.0,53.5,5140.0,,,,,,
2019-07-14,77.0,6940.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39245.5,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2914.0,8.5,650.0,33.5,3173.0,26.0,2405.0,14.0,1600.0,3475.0,3550.0,791.5,887.0,54.0,6436.0,54.0,23251.0,,,35.0,3298.0
2019-07-15,77.5,6978.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,638.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39245.5,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2940.0,8.5,650.0,33.5,3173.0,26.0,2405.0,14.0,1600.0,3475.0,3550.0,791.5,887.0,54.0,6466.0,54.0,23247.0,,,35.0,3298.0
2019-07-16,77.0,6940.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39245.5,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2936.0,8.5,650.0,33.5,3173.0,26.0,2405.0,14.0,1600.0,3475.0,3550.0,791.5,887.0,54.0,6472.0,54.0,22054.0,,,35.0,3298.0
2019-07-17,77.5,6978.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,638.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39245.5,45400.0,,,,,32.5,3020.0,17.0,1547.0,30.5,2952.0,8.5,650.0,34.0,3207.0,26.0,2405.0,14.0,1600.0,3475.0,3550.0,791.5,887.0,54.0,6397.0,54.5,6806.0,,,35.0,3318.0
2019-07-18,77.0,6940.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39245.5,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2943.0,8.5,650.0,34.0,3207.0,26.0,2405.0,14.0,1600.0,3475.0,3550.0,791.5,887.0,54.0,5166.0,54.5,6704.0,,,35.0,3318.0
2019-07-19,65.0,6000.0,65000.0,70000.0,27500.0,28000.0,,,55000.0,60000.0,,,,,,,,,,,,,,,3500.0,4000.0,4100.0,4200.0,36063.0,42100.0,,,,,,,17.0,1400.0,30.0,3000.0,,,,,,,,,3500.0,3600.0,,,53.5,5120.0,,,,,,
2019-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-21,77.0,6940.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,588.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39245.5,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2936.0,8.5,650.0,34.0,3207.0,26.0,2405.0,14.0,1600.0,3475.0,3550.0,840.0,950.0,54.0,5165.0,54.5,6763.0,,,35.0,3318.0
2019-07-22,77.0,6940.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39245.5,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2938.0,8.5,650.0,34.0,3207.0,26.0,2405.0,14.0,1600.0,3475.0,3550.0,840.0,950.0,54.0,5161.0,54.5,6711.0,,,35.0,3318.0
2019-07-23,77.0,6940.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39245.5,45400.0,,,,,32.5,3020.0,17.5,1527.0,34.5,2938.0,8.5,650.0,34.0,3207.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,840.0,950.0,54.0,5158.0,54.5,6711.0,,,35.0,3318.0
2019-07-24,77.0,6940.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39033.0,45400.0,,,,,32.5,3020.0,17.5,1527.0,34.5,2950.0,8.5,650.0,34.0,3207.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,818.5,950.0,54.0,5139.0,54.5,5160.0,,,35.0,3318.0
2019-07-25,77.0,6940.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39033.0,45400.0,,,,,32.5,3020.0,17.5,1527.0,34.5,2938.0,8.5,650.0,34.0,3207.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,818.5,950.0,54.0,5140.0,54.5,5163.0,,,35.0,3318.0
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,1520.0,32.5,3000.0,,,,,,,,,,,,,,,51.0,4900.0,,,,
2019-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,1520.0,32.5,3000.0,,,,,,,,,,,,,,,51.0,4800.0,,,,
2019-07-28,77.0,6940.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39033.0,45400.0,,,,,32.5,3020.0,17.5,1527.0,34.5,2938.0,8.5,650.0,34.0,3207.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,818.5,950.0,54.0,5141.0,54.5,5166.0,,,35.0,3298.0
2019-07-29,77.0,6940.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39033.0,45400.0,,,,,32.5,3020.0,17.5,1527.0,34.5,2938.0,8.5,650.0,34.0,3207.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,818.5,950.0,54.0,5142.0,54.5,5166.0,,,34.5,3298.0
2019-07-30,77.0,6940.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39033.0,45400.0,,,,,32.5,3020.0,17.5,1527.0,34.5,2938.0,8.5,650.0,34.0,3207.0,26.0,2405.0,9.5,800.0,3475.0,3550.0,818.5,950.0,54.0,5145.0,54.5,5164.0,,,34.5,3298.0
2019-07-31,77.0,6940.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39033.0,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2943.0,8.5,650.0,33.5,3140.0,26.0,2355.0,9.5,800.0,3475.0,3550.0,818.5,950.0,54.0,5139.0,54.0,5156.0,,,34.5,3258.0
2019-08-01,76.0,6900.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39033.0,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2957.0,8.5,650.0,33.5,3140.0,26.0,2355.0,9.5,800.0,3475.0,3550.0,818.5,950.0,54.0,5138.0,54.0,5156.0,,,34.5,3258.0
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-03,65.0,6000.0,65000.0,70000.0,27500.0,28000.0,,,55000.0,60000.0,,,,,,,,,,,,,,,3500.0,4000.0,4100.0,4200.0,36063.0,42100.0,,,,,,,17.0,1400.0,30.0,3000.0,,,,,,,,,3500.0,3600.0,,,53.0,5140.0,,,,,,
2019-08-04,76.0,6900.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39033.0,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2953.0,8.5,650.0,33.5,3140.0,26.0,2355.0,9.5,800.0,3475.0,3550.0,818.5,950.0,54.0,5136.0,54.0,5150.0,,,34.5,3258.0
2019-08-05,76.0,6900.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39033.0,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2945.0,8.5,650.0,33.5,3140.0,26.0,2355.0,9.5,800.0,3475.0,3550.0,818.5,950.0,54.0,5130.0,54.0,5156.0,,,34.5,3258.0
2019-08-06,76.0,6900.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39033.0,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2957.0,8.5,650.0,33.5,3140.0,26.0,2355.0,9.5,800.0,3475.0,3550.0,818.5,950.0,54.0,5148.0,54.0,5152.0,,,34.5,3258.0
2019-08-07,76.0,6900.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39033.0,45400.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2940.0,8.5,650.0,33.5,3140.0,26.0,2355.0,9.5,800.0,3475.0,3550.0,796.5,918.0,54.5,5162.0,54.5,5170.0,,,34.5,3258.0
2019-08-08,76.0,6900.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,90.0,8000.0,,,6.5,609.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39033.0,45400.0,,,,,32.5,3020.0,18.0,1527.0,31.0,2953.0,8.5,650.0,33.5,3140.0,26.0,2355.0,9.5,800.0,3475.0,3550.0,796.5,918.0,54.5,5107.0,54.5,5174.0,,,34.5,3258.0
2019-08-09,65.0,6000.0,65000.0,70000.0,27500.0,28000.0,,,55000.0,60000.0,,,,,,,,,,,,,,,3500.0,4000.0,4100.0,4200.0,36063.0,42100.0,,,,,,,17.0,1400.0,30.0,3000.0,,,,,,,,,3500.0,3600.0,731.0,855.0,54.5,5200.0,55.5,5300.0,,,,
2019-08-10,65.0,6000.0,65000.0,70000.0,27500.0,28000.0,,,55000.0,60000.0,,,,,,,,,,,,,,,3500.0,4000.0,4100.0,4200.0,36063.0,42100.0,,,,,,,17.0,1400.0,30.0,3000.0,,,,,,,,,3500.0,3600.0,731.0,855.0,54.5,5200.0,,,,,,
2019-08-11,65.0,6000.0,65000.0,70000.0,27500.0,28000.0,,,55000.0,60000.0,,,,,,,,,,,,,,,3500.0,4000.0,4100.0,4200.0,36063.0,42100.0,,,,,,,17.0,1400.0,30.0,3000.0,,,,,,,,,3500.0,3600.0,731.0,855.0,56.0,5275.0,,,,,,
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14,77.5,6978.0,52500.0,56000.0,29250.0,30000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,638.0,,,,,,,,,3300.0,3600.0,4000.0,4100.0,39890.5,46733.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2939.0,8.5,650.0,33.5,3140.0,26.0,2355.0,9.5,800.0,3475.0,3550.0,796.5,918.0,54.5,5182.0,54.5,5185.0,,,34.5,3258.0
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,2500.0,,,,,,,,,,,,,55.0,4820.0,,,,,,
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,1520.0,32.5,3000.0,,,,,,,,,,,,,,,51.0,4900.0,,,,
2019-08-17,65.0,6000.0,65000.0,70000.0,29500.0,30000.0,,,55000.0,60000.0,,,,,,,,,,,,,,,3750.0,4000.0,4100.0,4200.0,41174.5,48020.0,,,,,,,17.0,1400.0,30.0,3000.0,,,,,,,,,3700.0,3800.0,731.0,855.0,55.0,5200.0,,,,,,
2019-08-18,77.0,6940.0,52500.0,56000.0,30250.0,31000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3425.0,3600.0,4000.0,4100.0,42284.5,50429.0,41447.5,48347.0,,,32.5,3020.0,17.5,1527.0,30.5,2936.0,8.5,650.0,33.5,3140.0,26.0,2355.0,9.5,800.0,3575.0,3650.0,836.5,980.0,55.0,5224.0,54.5,5201.0,,,34.5,3258.0
2019-08-19,77.0,6940.0,52500.0,56000.0,30250.0,31000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3425.0,3600.0,4000.0,4100.0,42584.5,50429.0,41447.5,48347.0,,,32.5,3020.0,17.5,1527.0,30.5,2930.0,8.5,650.0,33.5,3140.0,26.0,2355.0,9.5,800.0,3575.0,3650.0,839.5,980.0,55.0,5256.0,54.5,5206.0,,,34.5,3258.0
2019-08-20,77.0,6940.0,65000.0,70000.0,29500.0,30000.0,,,55000.0,60000.0,77.5,8000.0,,,6.5,600.0,,,,,,,,,3750.0,4000.0,4100.0,4200.0,42725.0,50572.0,41447.5,48347.0,,,,,17.5,1527.0,30.5,2930.0,11.5,900.0,33.5,3200.0,29.0,2700.0,,,3700.0,3800.0,873.0,1024.0,55.0,5244.0,54.5,5208.0,,,35.0,3300.0
2019-08-21,77.0,6940.0,52500.0,56000.0,30250.0,31000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3425.0,3600.0,4000.0,4100.0,42584.5,50429.0,41447.5,48347.0,,,32.5,3020.0,17.5,1530.0,30.5,2938.0,8.5,650.0,32.5,3073.0,26.0,2355.0,9.5,800.0,3575.0,3650.0,800.0,918.0,55.5,5279.0,55.0,5243.0,,,34.0,3218.0
2019-08-22,76.0,6940.0,52500.0,56000.0,30250.0,31000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3425.0,3600.0,4000.0,4100.0,42584.5,50429.0,41447.5,48347.0,,,32.5,3020.0,17.5,1527.0,30.5,2936.0,8.5,650.0,32.5,3040.0,26.0,2355.0,9.5,800.0,3575.0,3650.0,800.0,918.0,55.5,5295.0,54.5,5234.0,,,33.5,3198.0
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-25,76.0,6940.0,52500.0,56000.0,30250.0,31000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3425.0,3600.0,4000.0,4100.0,42584.5,50429.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2939.0,8.5,650.0,32.5,3040.0,26.0,2355.0,9.5,800.0,3575.0,3650.0,800.0,918.0,56.0,5366.0,55.5,5294.0,,,33.5,3198.0
2019-08-26,76.0,6940.0,52500.0,56000.0,30250.0,31000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3425.0,3600.0,4000.0,4100.0,42584.5,50429.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2936.0,8.5,650.0,32.5,3040.0,26.0,2355.0,9.5,800.0,3575.0,3650.0,800.0,918.0,134.0,5377.0,55.5,5309.0,,,33.5,3198.0
2019-08-27,77.5,6967.0,52500.0,56000.0,30250.0,31000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,638.0,,,,,,,,,3425.0,3600.0,4000.0,4100.0,42584.5,50429.0,,,,,32.5,3020.0,17.5,1527.0,30.5,2936.0,8.5,650.0,32.5,3040.0,26.0,2355.0,9.5,800.0,3575.0,3650.0,800.0,918.0,134.0,5386.0,55.5,5292.0,,,33.5,3198.0
2019-08-28,77.0,6922.0,52500.0,56000.0,30250.0,31000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3425.0,3600.0,4000.0,4100.0,41543.5,48707.0,,,,,32.5,3020.0,17.0,1511.0,30.5,2907.0,8.5,650.0,35.5,3310.0,22.5,2010.0,9.5,800.0,3575.0,3650.0,800.0,918.0,56.5,5398.0,56.0,5307.0,,,35.5,3348.0
2019-08-29,77.0,6922.0,52500.0,56000.0,30250.0,31000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3425.0,3600.0,4000.0,4100.0,41543.5,48707.0,,,,,32.5,3020.0,17.0,1511.0,30.5,2904.0,8.5,650.0,35.5,3310.0,22.5,2010.0,9.5,800.0,3575.0,3650.0,800.0,918.0,56.5,5400.0,56.0,5327.0,,,34.5,3248.0
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,77.0,6922.0,52500.0,56000.0,30250.0,31000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3425.0,3600.0,4000.0,4100.0,41543.5,48707.0,,,,,32.5,3020.0,17.0,1511.0,30.5,2907.0,8.5,650.0,34.5,3210.0,22.5,2010.0,9.5,800.0,3575.0,3650.0,800.0,918.0,57.0,5410.0,56.0,5349.0,,,34.0,3198.0
2019-09-02,77.0,6922.0,52500.0,56000.0,30250.0,31000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3425.0,3600.0,4000.0,4100.0,41543.5,48707.0,,,,,32.5,3020.0,17.0,1511.0,30.5,2919.0,8.5,650.0,34.5,3210.0,22.5,2010.0,9.5,800.0,3575.0,3650.0,800.0,918.0,56.5,5406.0,56.0,5349.0,,,34.0,3198.0
2019-09-03,77.0,6922.0,52500.0,56000.0,30250.0,31000.0,,,48750.0,52500.0,77.5,8000.0,,,6.5,609.0,,,,,,,,,3425.0,3600.0,4000.0,4100.0,41543.5,48707.0,,,,,32.5,3020.0,17.0,1511.0,30.5,2907.0,8.5,650.0,34.5,3210.0,22.5,2010.0,9.5,800.0,3575.0,3650.0,800.0,918.0,56.5,5406.0,56.0,5353.0,,,34.0,3198.0
