date,black cumin (seed)(kalozira)_avg_retail_price,black cumin (seed)(kalozira)_avg_wholesale_price,black pepper(golmorich)_avg_retail_price,black pepper(golmorich)_avg_wholesale_price,cardamom - big_avg_retail_price,cardamom - big_avg_wholesale_price,cardamom - small_avg_retail_price,cardamom - small_avg_wholesale_price,cinnamon(daruchini)_avg_retail_price,cinnamon(daruchini)_avg_wholesale_price,clove(lobonga)_avg_retail_price,clove(lobonga)_avg_wholesale_price,coriander seed (new)_avg_retail_price,coriander seed (new)_avg_wholesale_price,coriander seed (old)_avg_retail_price,coriander seed (old)_avg_wholesale_price,cumin (seed)_avg_retail_price,cumin (seed)_avg_wholesale_price,dried chili (barisal_raypur_chandpur) - ordinary_avg_retail_price,dried chili (barisal_raypur_chandpur) - ordinary_avg_wholesale_price,dried chili (barisal_raypur_chandpur) - superior_avg_retail_price,dried chili (barisal_raypur_chandpur) - superior_avg_wholesale_price,dried chili (battakandi) - ordinary_avg_retail_price,dried chili (battakandi) - ordinary_avg_wholesale_price,dried chili (battakandi) - superior_avg_retail_price,dried chili (battakandi) - superior_avg_wholesale_price,dried chili (bogra_rangpur) - ordinary_avg_retail_price,dried chili (bogra_rangpur) - ordinary_avg_wholesale_price,dried chili (bogra_rangpur) - superior_avg_retail_price,dried chili (bogra_rangpur) - superior_avg_wholesale_price,dried chili (chittagong) - ordinary_avg_retail_price,dried chili (chittagong) - ordinary_avg_wholesale_price,dried chili (chittagong) - superior_avg_retail_price,dried chili (chittagong) - superior_avg_wholesale_price,dried chili (imported) - ordinary_avg_retail_price,dried chili (imported) - ordinary_avg_wholesale_price,dried chili (local) - ordinary_avg_retail_price,dried chili (local) - ordinary_avg_wholesale_price,dried chili (local) - superior_avg_retail_price,dried chili (local) - superior_avg_wholesale_price,dry chilli_avg_retail_price,dry chilli_avg_wholesale_price,fennel_aniseed_avg_retail_price,fennel_aniseed_avg_wholesale_price,fenugreek(methi)_avg_retail_price,fenugreek(methi)_avg_wholesale_price,garlic (imported)_avg_retail_price,garlic (imported)_avg_wholesale_price,garlic (local) - big size_avg_retail_price,garlic (local) - big size_avg_wholesale_price,garlic - one piece_avg_retail_price,garlic - one piece_avg_wholesale_price,ginger (imported)_avg_retail_price,ginger (imported)_avg_wholesale_price,ginger (local) - new_avg_retail_price,ginger (local) - new_avg_wholesale_price,ginger (local) - old_avg_retail_price,ginger (local) - old_avg_wholesale_price,green chili (local)_avg_retail_price,green chili (local)_avg_wholesale_price,green chili_avg_retail_price,green chili_avg_wholesale_price,khoayr (catechu) - ordinary_avg_retail_price,khoayr (catechu) - ordinary_avg_wholesale_price,khoayr (catechu) - superior quality_avg_retail_price,khoayr (catechu) - superior quality_avg_wholesale_price,onion (local)_avg_retail_price,onion (local)_avg_wholesale_price,onion (new)_avg_retail_price,onion (new)_avg_wholesale_price,onion-imported_avg_retail_price,onion-imported_avg_wholesale_price,turmeric (imported)_avg_retail_price,turmeric (imported)_avg_wholesale_price,turmeric (local) - long (ordinary)_avg_retail_price,turmeric (local) - long (ordinary)_avg_wholesale_price,turmeric (local) - long (superior)_avg_retail_price,turmeric (local) - long (superior)_avg_wholesale_price,turmeric (local) - round (ordinary)_avg_retail_price,turmeric (local) - round (ordinary)_avg_wholesale_price,turmeric (local) - round (superior)_avg_retail_price,turmeric (local) - round (superior)_avg_wholesale_price,zain_avg_retail_price,zain_avg_wholesale_price
2019-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-22,3.5,217.0,7.0,645.0,36.5,1917.0,24.0,4500.0,5.5,340.0,10.5,1062.0,,,101.5,9240.0,5.5,368.0,138.5,13000.0,180.5,17111.0,235.0,22000.0,237.5,23000.0,166.5,14450.0,202.0,18375.0,,,205.0,19667.0,229.5,20444.0,175.0,16260.0,173.5,15917.0,200.5,19389.0,3.5,140.0,11.0,100.0,152.0,17865.0,147.0,13446.0,95.0,8000.0,165.0,41126.0,155.0,13250.0,178.0,20268.0,58.5,4795.0,57.0,5250.0,2.5,200.0,6.5,585.0,70.5,6590.0,73.5,6880.0,65.0,6030.0,120.5,11000.0,130.5,12277.0,142.0,13279.0,130.5,12750.0,165.0,,5.5,150.0
2019-09-23,3.5,211.0,8.5,740.0,36.5,1917.0,24.0,4290.0,6.5,349.0,11.5,1133.0,,,105.0,9491.0,5.5,368.0,142.0,13500.0,177.5,16800.0,235.0,22000.0,247.5,24000.0,164.5,14140.0,202.0,18375.0,,,205.0,19667.0,226.5,20125.0,176.0,16310.0,173.5,15917.0,197.5,19050.0,3.5,140.0,11.0,100.0,151.0,17394.0,146.5,13444.0,95.0,8000.0,165.0,41629.0,149.0,12700.0,175.0,20248.0,59.5,4815.0,57.0,5250.0,2.5,200.0,6.5,585.0,72.0,6726.0,71.0,6775.0,65.5,6106.0,136.0,12375.0,130.5,12277.0,142.0,13279.0,130.5,12750.0,165.0,,5.5,150.0
2019-09-24,3.5,211.0,8.5,740.0,36.5,1917.0,24.0,4290.0,6.5,349.0,11.5,1133.0,,,105.0,9491.0,5.5,368.0,142.0,13500.0,176.5,16800.0,245.0,22500.0,247.5,24000.0,166.5,14450.0,202.0,18375.0,,,205.0,19333.0,229.5,20444.0,176.0,16310.0,173.5,15917.0,197.5,19030.0,3.5,140.0,11.0,100.0,150.0,13612.0,147.5,13372.0,95.0,8000.0,163.0,40863.0,157.0,13571.0,174.5,20176.0,57.0,5407.0,52.0,4750.0,2.5,200.0,6.5,585.0,72.5,6771.0,73.0,6900.0,65.0,6088.0,137.5,12500.0,130.5,12277.0,142.0,13279.0,130.5,12750.0,165.0,,5.5,150.0
2019-09-25,3.5,211.0,18.5,1466.0,32.5,1900.0,30.0,4045.0,6.5,349.0,14.5,1097.0,,,102.5,9283.0,5.5,365.0,142.0,13500.0,176.5,16800.0,250.0,23000.0,247.5,24000.0,166.5,14533.0,200.5,18375.0,,,215.0,20000.0,230.5,20500.0,177.0,16450.0,173.5,15917.0,198.5,19160.0,3.5,140.0,11.0,100.0,148.0,13394.0,146.0,13202.0,95.0,8000.0,161.5,14445.0,157.0,13571.0,175.0,20032.0,56.0,4435.0,59.5,5250.0,2.5,200.0,6.5,585.0,72.5,6794.0,74.5,7025.0,66.0,6181.0,137.5,12500.0,130.5,12277.0,141.5,13263.0,130.5,12750.0,170.0,,5.5,150.0
2019-09-26,3.5,211.0,8.5,740.0,21.0,1950.0,24.0,4340.0,6.5,349.0,11.5,1142.0,,,105.0,9536.0,5.5,368.0,142.0,13500.0,176.5,16800.0,250.0,23000.0,247.5,24000.0,166.5,14533.0,200.5,18375.0,,,205.0,19333.0,230.5,20500.0,178.5,16550.0,173.5,15917.0,198.5,19160.0,3.5,140.0,11.0,100.0,148.0,13415.0,145.5,13137.0,95.0,8000.0,162.5,14521.0,157.0,13571.0,174.5,20295.0,58.0,4700.0,59.5,5250.0,2.5,200.0,6.5,585.0,73.0,6811.0,70.5,6675.0,66.0,6176.0,137.5,12500.0,130.5,12277.0,141.5,13263.0,130.5,12750.0,170.0,,5.5,150.0
2019-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,16000.0,,,,,,,,,,,,,,,,,175.0,15000.0,150.0,13500.0,,,190.0,16000.0,,,,,70.0,5000.0,,,,,,,75.0,7000.0,,,72.5,6500.0,,,,,175.0,16500.0,,,,,,
2019-09-29,3.5,211.0,8.0,708.0,21.0,1950.0,24.0,4340.0,6.0,349.0,11.5,1142.0,,,105.0,9536.0,5.5,368.0,142.0,13500.0,176.5,16800.0,250.0,23000.0,247.5,24000.0,166.5,14533.0,212.5,19375.0,,,205.0,19333.0,230.5,20500.0,178.5,16550.0,173.5,15917.0,201.0,19310.0,3.5,140.0,11.0,100.0,143.5,12933.0,145.5,13064.0,85.0,8000.0,161.0,14452.0,151.5,13214.0,173.0,26659.0,57.0,4595.0,64.0,5500.0,,,7.5,670.0,71.5,6706.0,70.5,6700.0,64.0,5958.0,137.5,12500.0,130.5,12277.0,142.5,13342.0,130.5,12750.0,160.0,,5.5,150.0
2019-09-30,3.5,211.0,8.0,708.0,21.0,1950.0,24.0,4340.0,6.0,349.0,11.5,1142.0,,,105.0,9536.0,5.5,368.0,138.5,13000.0,176.5,16800.0,250.0,23000.0,247.5,24000.0,166.5,14533.0,208.5,18875.0,,,205.0,19333.0,230.5,20500.0,178.5,16550.0,173.5,15917.0,201.0,19310.0,3.5,140.0,11.0,100.0,141.5,12794.0,145.0,13091.0,85.0,8000.0,160.5,14376.0,153.0,13357.0,172.5,20238.0,58.5,4802.0,56.5,5000.0,,,7.5,670.0,96.0,8936.0,101.0,9525.0,87.0,9681.0,137.5,12500.0,130.5,12277.0,142.5,13342.0,130.5,12750.0,160.0,,5.5,150.0
2019-10-01,3.5,211.0,8.0,708.0,21.0,1950.0,24.0,4340.0,6.0,349.0,11.5,1133.0,,,105.0,9536.0,5.5,368.0,138.5,13000.0,176.5,16800.0,250.0,23000.0,252.5,24500.0,166.5,14533.0,209.0,19000.0,,,205.0,19333.0,230.5,20500.0,178.5,16600.0,173.5,15917.0,201.5,19370.0,3.5,140.0,11.0,100.0,139.0,12576.0,145.5,13214.0,85.0,8000.0,159.5,14221.0,153.0,13357.0,172.0,20105.0,66.0,5457.0,56.5,5000.0,,,7.5,670.0,99.5,9272.0,107.5,9950.0,94.5,8845.0,137.5,12500.0,130.5,12277.0,142.0,13342.0,130.5,12750.0,160.0,,5.5,150.0
2019-10-02,3.5,213.0,21.0,1645.0,39.0,2200.0,33.5,4478.0,7.0,333.0,14.5,1096.0,,,101.0,9190.0,5.5,374.0,138.5,13000.0,177.5,17000.0,250.0,23000.0,255.0,25000.0,166.5,14533.0,208.5,18875.0,,,205.0,19333.0,230.5,20500.0,179.5,16700.0,173.5,15917.0,204.0,19678.0,,,,,138.0,12494.0,145.0,13115.0,85.0,8000.0,159.0,14174.0,153.0,13357.0,170.5,19805.0,67.0,5468.0,61.5,5500.0,,,,,93.5,8647.0,93.0,8700.0,87.5,8155.0,120.5,11000.0,131.0,12383.0,141.5,13306.0,130.5,12750.0,160.0,,5.5,
2019-10-03,3.5,211.0,7.5,706.0,21.0,1950.0,24.0,4340.0,6.0,349.0,11.5,1133.0,,,105.0,9536.0,5.5,368.0,138.5,13000.0,177.5,17000.0,250.0,23000.0,255.0,25000.0,166.5,14533.0,209.5,19000.0,,,205.0,19333.0,230.5,20500.0,179.5,16700.0,173.5,15917.0,202.5,19360.0,3.5,140.0,11.0,100.0,136.0,12369.0,144.0,13107.0,85.0,8000.0,157.5,14183.0,156.0,13563.0,174.5,20145.0,68.5,6356.0,61.5,5500.0,,,7.5,670.0,86.5,8055.0,92.0,8650.0,82.5,7671.0,137.5,12500.0,130.5,12277.0,142.0,13289.0,141.5,13500.0,160.0,,5.5,150.0
2019-10-04,2.5,200.0,7.5,700.0,,,,,,,10.5,1000.0,,,,,,,,,,,,,,,185.0,17000.0,,,,,,,227.5,20750.0,190.0,18000.0,,,,,,,,,140.0,13000.0,112.5,10250.0,,,125.0,10000.0,,,145.0,13000.0,55.0,4100.0,,,,,,,77.5,7500.0,38.0,3500.0,51.0,4800.0,,,165.0,16000.0,162.5,15750.0,,,,,,
2019-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0,21000.0,,,,,140.0,12000.0,155.0,13500.0,,,,,,,,,55.0,3000.0,,,,,,,135.0,12500.0,,,127.5,11500.0,,,,,,,,,,,,
2019-10-06,3.5,211.0,7.5,706.0,21.0,1950.0,24.0,4340.0,6.0,349.0,11.5,1160.0,,,105.0,9536.0,5.5,368.0,138.5,13000.0,177.5,17000.0,290.0,25500.0,255.0,25000.0,166.5,14533.0,209.5,19222.0,,,205.0,19333.0,224.5,20263.0,180.5,16750.0,171.5,15900.0,203.0,19370.0,3.5,140.0,11.0,100.0,136.0,12403.0,143.0,13037.0,85.0,8000.0,158.5,14264.0,153.0,13357.0,174.0,20214.0,66.5,7081.0,74.0,6500.0,,,7.5,670.0,77.0,7191.0,84.0,8050.0,69.5,6473.0,137.5,12500.0,130.5,12315.0,142.0,13300.0,122.5,12000.0,160.0,,5.5,150.0
2019-10-07,3.5,213.0,8.5,750.0,21.0,1950.0,24.0,4340.0,6.0,347.0,11.5,1160.0,,,105.0,9536.0,4.5,355.0,138.5,13000.0,177.5,17000.0,290.0,25500.0,255.0,25000.0,166.5,14533.0,210.5,19333.0,,,205.0,19333.0,224.5,20263.0,180.5,16750.0,171.5,15900.0,203.0,19370.0,3.5,140.0,11.0,100.0,135.0,12269.0,143.0,13072.0,85.0,8000.0,157.5,14321.0,152.0,13286.0,172.5,20167.0,64.5,6021.0,74.0,6500.0,,,7.5,670.0,75.0,7068.0,81.0,7650.0,67.5,6288.0,137.5,12500.0,130.5,12315.0,142.0,13300.0,107.5,11000.0,160.0,,5.5,150.0
2019-10-08,,,,,,,,,4.0,230.0,4.0,250.0,,,,,,,,,,,,,,,155.0,14200.0,,,,,175.0,17000.0,210.0,19500.0,,,170.0,16000.0,,,,,,,,,148.0,13400.0,,,185.0,16500.0,,,175.0,16500.0,56.5,4600.0,,,,,,,83.5,7900.0,,,73.0,6600.0,,,,,,,,,,,,
2019-10-09,3.5,213.0,8.5,750.0,21.0,1950.0,24.0,4556.0,4.5,332.0,11.0,1144.0,,,102.5,9390.0,4.5,355.0,138.5,13000.0,177.5,17000.0,290.0,25500.0,255.0,25000.0,166.5,14533.0,207.0,18875.0,,,205.0,19333.0,224.5,20263.0,181.5,16850.0,171.5,15900.0,206.5,19722.0,3.5,140.0,11.0,100.0,135.0,12253.0,143.0,13030.0,115.0,10000.0,156.5,14130.0,152.0,13286.0,174.0,20238.0,64.0,5923.0,69.0,6000.0,,,7.5,670.0,75.0,7047.0,80.5,7300.0,66.5,6243.0,120.5,11000.0,130.5,12315.0,142.0,13300.0,107.5,11000.0,160.0,,5.5,150.0
2019-10-10,3.5,213.0,8.5,751.0,21.0,1910.0,24.0,4340.0,6.0,341.0,11.5,1155.0,,,105.5,9627.0,4.5,355.0,138.5,13000.0,177.5,17000.0,290.0,25500.0,255.0,25000.0,166.5,14533.0,209.0,19111.0,,,205.0,19333.0,224.5,20263.0,181.5,16850.0,171.5,15900.0,203.5,19400.0,3.5,140.0,11.0,100.0,134.5,12209.0,142.5,13025.0,115.0,10000.0,156.5,14170.0,153.5,13525.0,174.5,20510.0,66.5,5484.0,69.0,6000.0,,,7.5,670.0,76.0,7172.0,80.5,7400.0,68.5,6445.0,137.5,12500.0,130.5,12315.0,142.0,13300.0,107.5,11000.0,160.0,,5.5,150.0
2019-10-11,,,,,,,,,4.0,230.0,4.0,250.0,,,,,,,,,,,,,,,155.0,14200.0,,,,,175.0,17000.0,,,,,,,,,,,,,,,150.0,14000.0,,,,,,,175.0,17000.0,46.0,4000.0,,,,,,,82.5,8000.0,,,,,,,,,,,,,,,,
2019-10-12,,,,,,,,,4.0,230.0,4.0,250.0,,,,,,,,,,,,,,,155.0,14200.0,,,,,175.0,17000.0,,,,,,,,,,,,,,,150.0,14000.0,,,,,,,175.0,17000.0,46.0,4000.0,,,,,,,77.5,7500.0,,,,,,,,,,,,,,,,
2019-10-13,3.5,213.0,8.5,751.0,20.0,1763.0,24.5,4589.0,6.0,332.0,11.0,1072.0,,,106.0,9590.0,4.5,355.0,138.5,13000.0,177.5,17000.0,290.0,25500.0,255.0,25000.0,166.5,14533.0,212.0,19611.0,,,205.0,19333.0,224.5,20263.0,183.0,16944.0,167.5,15375.0,202.5,19350.0,3.5,140.0,11.0,100.0,135.5,12321.0,143.5,13102.0,115.0,10000.0,156.5,14176.0,156.0,13588.0,167.5,19850.0,70.0,5802.0,72.5,6250.0,,,7.5,670.0,87.5,8321.0,95.5,9167.0,80.5,7643.0,137.5,12500.0,129.0,12133.0,141.0,13150.0,107.5,11000.0,160.0,,5.5,150.0
2019-10-14,3.5,216.0,8.5,793.0,23.0,2163.0,23.0,4522.0,6.0,348.0,11.5,1183.0,,,104.0,9536.0,4.5,367.0,138.5,13000.0,177.5,17000.0,290.0,25500.0,255.0,25000.0,167.0,14700.0,212.0,19667.0,,,205.0,19333.0,227.0,20413.0,181.5,16850.0,171.5,15900.0,202.5,19470.0,,,,,137.0,12526.0,143.5,13189.0,115.0,10000.0,155.5,14067.0,157.0,13744.0,166.0,29575.0,70.5,5886.0,72.5,6250.0,,,,,92.0,8753.0,99.0,9250.0,84.5,8028.0,137.5,12500.0,128.5,12177.0,139.5,13132.0,107.5,10600.0,160.0,,5.5,
2019-10-15,3.5,213.0,8.5,751.0,21.0,1910.0,24.0,4340.0,6.0,341.0,11.5,1155.0,,,104.0,9575.0,4.5,355.0,138.5,13000.0,177.5,17000.0,290.0,25500.0,255.0,25000.0,167.0,14700.0,212.0,19667.0,,,205.0,19333.0,224.0,20038.0,179.5,16700.0,171.5,15900.0,202.5,19470.0,3.5,140.0,11.0,100.0,136.5,12477.0,144.0,13214.0,115.0,10000.0,155.0,14011.0,157.0,13744.0,166.0,29575.0,83.0,6397.0,69.0,6250.0,,,7.5,670.0,92.5,8796.0,100.0,9500.0,85.5,8167.0,137.5,12500.0,128.5,12093.0,140.0,13125.0,107.5,10600.0,160.0,,5.5,150.0
2019-10-16,3.5,213.0,21.0,1658.0,37.0,1992.0,32.5,4127.0,7.5,336.0,14.5,1114.0,,,103.0,9454.0,5.5,354.0,141.5,13000.0,177.5,17000.0,290.0,25500.0,255.0,25000.0,167.5,14700.0,210.5,19278.0,,,205.0,19333.0,231.5,20700.0,180.5,16750.0,175.5,16300.0,202.5,19550.0,3.5,140.0,11.0,100.0,137.0,12386.0,143.5,13244.0,115.0,10000.0,156.0,14092.0,155.5,13300.0,165.0,19619.0,76.5,6472.0,69.0,6250.0,,,7.5,670.0,93.0,8804.0,97.5,9267.0,86.5,8243.0,137.5,12500.0,128.5,12093.0,140.0,13125.0,107.5,10600.0,160.0,,5.5,150.0
2019-10-17,3.5,220.0,6.5,627.0,21.0,1910.0,24.5,4611.0,5.5,342.0,10.5,1119.0,,,104.0,9536.0,4.5,355.0,141.5,13000.0,179.0,17111.0,290.0,25500.0,255.0,25000.0,167.5,14700.0,210.5,19278.0,,,205.0,19333.0,224.0,20038.0,180.5,16750.0,175.5,16300.0,201.0,19389.0,3.5,140.0,11.0,100.0,137.0,12588.0,143.0,13234.0,115.0,10000.0,157.0,13822.0,155.0,13133.0,166.0,19950.0,77.0,6535.0,69.0,6250.0,,,7.5,670.0,92.5,8776.0,96.0,9167.0,86.0,8252.0,137.5,12500.0,128.5,12093.0,140.0,13125.0,107.5,10600.0,160.0,,5.5,150.0
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-20,3.5,213.0,8.5,751.0,21.0,1910.0,24.5,4611.0,6.0,341.0,11.5,1161.0,,,104.0,9536.0,4.5,355.0,144.0,13500.0,176.5,16850.0,290.0,25500.0,255.0,25000.0,167.5,14700.0,209.5,19050.0,,,205.0,19333.0,224.0,20038.0,177.0,16545.0,175.5,16300.0,202.5,19550.0,3.5,140.0,11.0,100.0,137.0,12529.0,145.0,13325.0,115.0,10000.0,155.5,13661.0,154.5,13300.0,167.0,20342.0,76.0,6422.0,72.5,6500.0,,,7.5,670.0,92.0,8741.0,100.0,9433.0,87.0,8347.0,137.5,12500.0,128.5,12093.0,140.5,13125.0,107.5,10600.0,160.0,,5.5,150.0
2019-10-21,3.5,211.0,8.5,758.0,21.0,1910.0,24.5,4611.0,5.5,354.0,11.5,1161.0,,,104.5,9375.0,4.5,354.0,144.0,13500.0,176.5,16850.0,290.0,25500.0,255.0,25000.0,167.5,14700.0,212.5,19350.0,,,215.0,20333.0,224.0,20038.0,177.5,16636.0,175.5,16300.0,202.5,19550.0,3.5,140.0,6.5,95.0,137.0,12483.0,145.0,13305.0,115.0,10000.0,153.0,13459.0,158.5,13920.0,166.5,19975.0,74.0,6188.0,72.5,6500.0,,,7.5,670.0,92.0,8774.0,100.5,9500.0,88.0,8417.0,137.5,12500.0,128.5,12093.0,140.5,13125.0,107.5,10600.0,160.0,,4.5,150.0
2019-10-22,2.5,213.0,8.5,794.0,23.0,2163.0,24.5,4611.0,5.5,354.0,11.5,1161.0,,,104.5,9375.0,4.5,363.0,144.5,13500.0,176.5,16850.0,290.0,25500.0,255.0,25000.0,167.5,14700.0,217.0,19600.0,,,215.0,20333.0,224.0,20038.0,177.5,16636.0,175.5,16300.0,202.0,19520.0,,,1.5,90.0,136.5,12440.0,145.0,13345.0,115.0,10000.0,152.0,13386.0,158.5,13920.0,165.0,19900.0,72.5,6047.0,66.5,5750.0,,,,,92.5,8768.0,97.5,9000.0,89.0,8492.0,137.5,12500.0,128.5,12177.0,140.0,13132.0,107.5,10600.0,160.0,,4.5,150.0
2019-10-23,2.5,213.0,21.0,1695.0,41.0,2210.0,34.0,4350.0,7.5,348.0,15.0,1125.0,,,104.0,9331.0,5.5,360.0,145.5,13833.0,180.0,17050.0,290.0,25500.0,255.0,25000.0,167.5,14700.0,217.5,19700.0,,,215.0,20333.0,224.0,20038.0,181.5,16727.0,178.5,16600.0,202.5,19530.0,,,1.5,90.0,137.0,12567.0,146.0,13391.0,115.0,10000.0,151.5,13326.0,156.5,13820.0,160.5,18955.0,70.0,5817.0,64.5,5500.0,,,,,93.5,8886.0,96.5,9000.0,92.0,8701.0,137.5,12500.0,128.5,12177.0,140.0,13105.0,107.5,10600.0,160.0,,4.5,150.0
2019-10-24,2.5,213.0,8.5,794.0,23.0,2163.0,24.5,4611.0,5.5,354.0,11.5,1172.0,,,105.0,9458.0,4.5,363.0,145.5,13833.0,182.0,17200.0,290.0,25500.0,255.0,25000.0,169.5,15033.0,217.5,19700.0,,,215.0,20333.0,227.0,20288.0,181.5,16727.0,178.5,16600.0,202.5,19530.0,,,1.5,90.0,137.0,12597.0,146.0,13429.0,115.0,10000.0,152.5,13461.0,155.0,13720.0,159.5,19095.0,69.5,5795.0,72.5,6250.0,,,,,95.5,9081.0,96.5,9100.0,93.0,8913.0,137.5,12500.0,128.5,12177.0,140.0,13105.0,107.5,10600.0,160.0,,4.5,150.0
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5,9500.0,,,97.0,9500.0,,,,,,,,,,,,
2019-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5,10500.0,,,112.5,10500.0,,,,,,,,,,,,
2019-10-27,2.5,213.0,8.5,794.0,23.0,2163.0,24.5,4622.0,5.5,354.0,11.5,1172.0,,,105.0,9458.0,4.5,363.0,145.5,13833.0,182.0,17200.0,290.0,25500.0,255.0,25000.0,169.5,15033.0,217.5,19700.0,,,215.0,20333.0,231.0,20788.0,181.5,16727.0,178.5,16600.0,202.5,19530.0,,,1.5,90.0,139.0,12740.0,146.5,13521.0,115.0,10000.0,152.0,13507.0,156.0,13820.0,159.5,19024.0,69.5,5769.0,69.0,6250.0,,,,,113.0,10432.0,115.0,11000.0,108.5,9770.0,137.5,12500.0,128.5,12177.0,140.0,13105.0,107.5,10600.0,160.0,,4.5,150.0
2019-10-28,2.5,213.0,8.5,794.0,23.0,2163.0,24.5,4622.0,5.5,354.0,11.5,1172.0,,,105.0,9458.0,4.5,363.0,145.5,13833.0,182.0,17200.0,290.0,25500.0,255.0,25000.0,169.5,15033.0,217.5,19700.0,,,215.0,20333.0,231.0,20788.0,181.5,16727.0,178.5,16600.0,202.5,19530.0,,,1.5,90.0,139.0,12746.0,146.5,13566.0,115.0,10000.0,152.0,13483.0,156.0,13820.0,159.5,19167.0,67.0,5551.0,69.0,6250.0,,,,,116.0,10683.0,117.5,11500.0,111.5,10066.0,137.5,12500.0,128.5,12177.0,140.0,13105.0,107.5,10600.0,160.0,,4.5,150.0
2019-10-29,2.5,213.0,8.5,794.0,23.0,2163.0,24.5,4622.0,5.5,354.0,11.5,1172.0,,,105.0,9458.0,4.5,363.0,145.5,13833.0,182.0,17200.0,290.0,25500.0,255.0,25000.0,167.0,14867.0,218.5,19667.0,,,215.0,20333.0,231.0,20913.0,181.5,16727.0,178.5,16600.0,206.0,19836.0,,,1.5,90.0,138.5,12742.0,147.0,13648.0,115.0,10000.0,151.0,13430.0,153.5,13689.0,160.0,19190.0,63.0,5243.0,69.0,6250.0,,,,,120.0,11084.0,125.0,12000.0,115.0,10416.0,137.5,12500.0,129.0,12215.0,139.0,13074.0,108.5,10750.0,160.0,,4.5,150.0
2019-10-30,2.5,213.0,8.5,794.0,23.0,2163.0,24.5,4622.0,5.5,354.0,11.5,1167.0,,,105.0,9458.0,4.5,363.0,145.5,13833.0,182.0,17100.0,290.0,25500.0,255.0,25000.0,167.0,14867.0,218.0,19700.0,,,215.0,20333.0,233.0,20975.0,181.5,16727.0,178.5,16600.0,206.5,19973.0,,,1.5,90.0,138.5,12756.0,147.0,13672.0,115.0,10000.0,150.0,13676.0,156.5,13791.0,160.0,19143.0,60.5,4944.0,64.0,5500.0,,,,,126.0,11524.0,127.5,12500.0,118.0,10479.0,137.5,12500.0,129.0,12215.0,139.0,13074.0,108.5,10750.0,160.0,,4.5,150.0
2019-10-31,2.5,213.0,8.5,794.0,23.0,2163.0,24.5,4622.0,5.5,354.0,11.5,1167.0,,,105.0,9458.0,4.5,363.0,145.5,13833.0,182.0,17100.0,290.0,25500.0,255.0,25000.0,167.0,14867.0,219.0,19667.0,,,215.0,20333.0,233.0,20975.0,181.5,16727.0,178.5,16600.0,206.5,19973.0,,,1.5,90.0,139.0,12731.0,148.0,13725.0,115.0,10000.0,151.0,13731.0,154.5,13655.0,159.5,19167.0,58.5,4759.0,64.0,5500.0,,,,,131.5,12381.0,135.0,13500.0,122.5,11480.0,137.5,12500.0,129.0,12215.0,139.0,13074.0,108.5,10750.0,160.0,,4.5,150.0
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-02,2.5,200.0,7.5,700.0,,,,,,,11.5,1050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,13500.0,150.0,15000.0,,,165.0,14000.0,,,165.0,14000.0,45.0,3500.0,,,,,,,125.0,11500.0,,,112.5,10000.0,,,165.0,16000.0,195.0,18000.0,,,,,,
