date,alachi lemon_avg_retail_price,alachi lemon_avg_wholesale_price,amra (hog plum)_avg_retail_price,amra (hog plum)_avg_wholesale_price,apple (india)_avg_retail_price,apple (india)_avg_wholesale_price,apple (pakistan)_avg_retail_price,apple (pakistan)_avg_wholesale_price,apple_avg_retail_price,apple_avg_wholesale_price,banana-chapa_avg_retail_price,banana-chapa_avg_wholesale_price,banana-sabri (high quality)_avg_retail_price,banana-sabri (high quality)_avg_wholesale_price,banana-sabri (ordinary)_avg_retail_price,banana-sabri (ordinary)_avg_wholesale_price,banana-sagar (high quality)_avg_retail_price,banana-sagar (high quality)_avg_wholesale_price,banana-sagar (ordinary)_avg_retail_price,banana-sagar (ordinary)_avg_wholesale_price,bangi (melon)_avg_retail_price,bangi (melon)_avg_wholesale_price,baromasi china-3_avg_retail_price,baromasi china-3_avg_wholesale_price,boroi (jujube_plum)_avg_retail_price,boroi (jujube_plum)_avg_wholesale_price,boroi-kul (imported)_avg_retail_price,boroi-kul (imported)_avg_wholesale_price,cagoji lemon_avg_retail_price,cagoji lemon_avg_wholesale_price,canteloupe_avg_retail_price,canteloupe_avg_wholesale_price,coconut_avg_retail_price,coconut_avg_wholesale_price,grapefruit_avg_retail_price,grapefruit_avg_wholesale_price,grapes_avg_retail_price,grapes_avg_wholesale_price,green-coconut_avg_retail_price,green-coconut_avg_wholesale_price,guava (kazi)_avg_retail_price,guava (kazi)_avg_wholesale_price,guava (thai)_avg_retail_price,guava (thai)_avg_wholesale_price,guava_avg_retail_price,guava_avg_wholesale_price,jackfruit-(small)_avg_retail_price,jackfruit-(small)_avg_wholesale_price,jackfruit-big (above 4 kg)_avg_retail_price,jackfruit-big (above 4 kg)_avg_wholesale_price,kalozam (black berry)_avg_retail_price,kalozam (black berry)_avg_wholesale_price,khejur (date)_avg_retail_price,khejur (date)_avg_wholesale_price,khurma_avg_retail_price,khurma_avg_wholesale_price,lychee (imported)_avg_retail_price,lychee (imported)_avg_wholesale_price,lychee_avg_retail_price,lychee_avg_wholesale_price,malta_avg_retail_price,malta_avg_wholesale_price,mango-amropali_avg_retail_price,mango-amropali_avg_wholesale_price,mango-ashini_avg_retail_price,mango-ashini_avg_wholesale_price,mango-fazli_avg_retail_price,mango-fazli_avg_wholesale_price,mango-gopal bhog_avg_retail_price,mango-gopal bhog_avg_wholesale_price,mango-guti_avg_retail_price,mango-guti_avg_wholesale_price,mango-himsagar_avg_retail_price,mango-himsagar_avg_wholesale_price,mango-langra_avg_retail_price,mango-langra_avg_wholesale_price,olive_avg_retail_price,olive_avg_wholesale_price,orange_avg_retail_price,orange_avg_wholesale_price,pear_avg_retail_price,pear_avg_wholesale_price,pineapple-jaldubi_avg_retail_price,pineapple-jaldubi_avg_wholesale_price,pineapple-kelenga_avg_retail_price,pineapple-kelenga_avg_wholesale_price,pineapple-local_avg_retail_price,pineapple-local_avg_wholesale_price,raisin_avg_retail_price,raisin_avg_wholesale_price,ripe papaya (big)_avg_retail_price,ripe papaya (big)_avg_wholesale_price,ripe papaya (small)_avg_retail_price,ripe papaya (small)_avg_wholesale_price,tamarind  with seed_avg_retail_price,tamarind  with seed_avg_wholesale_price,tamarind without seed_avg_retail_price,tamarind without seed_avg_wholesale_price,watermelon_avg_retail_price,watermelon_avg_wholesale_price
2019-06-04,,,,,,,,,240.0,20000.0,,,,,,,,,25.0,580.0,,,,,,,,,,,,,,,,,,,60.0,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,16000.0,,,,,,,,,,,,,,,,,,,,
2019-06-05,9.0,375.0,,,,,,,177.5,17500.0,17.5,,22.5,400.0,,,22.5,,,,,,,,,,,,12.5,350.0,,,,,,,,,32.5,,,,,,,,,,,,,,190.0,25000.0,,,,,237.5,2600.0,,,,,,,,,,,40.0,3250.0,60.0,5000.0,,,,,80.0,1700.0,,,,,45.0,4000.0,,,,,,,,,,,,,,
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-09,10.5,529.0,,,198.5,20000.0,,,188.0,16892.0,16.5,251.0,28.0,565.0,27.0,487.0,25.0,412.0,22.5,356.0,100.0,,,,,,,,9.0,384.0,,,39.0,3200.0,,,,,46.0,3869.0,87.5,7300.0,,,87.5,5300.0,63.5,6071.0,152.5,15250.0,,,211.0,15300.0,397.5,35000.0,185.0,19000.0,223.5,6200.0,,,75.0,7000.0,,,,,62.0,6000.0,50.5,4525.0,61.5,5467.0,,,,,89.0,3950.0,155.0,14000.0,,,55.0,5000.0,,,,,97.0,7920.0,47.5,4100.0,122.0,10200.0,,,189.0,36700.0
2019-06-10,10.0,513.0,,,198.5,20000.0,,,188.0,16842.0,16.5,256.0,28.0,565.0,27.0,487.0,25.0,414.0,22.5,356.0,100.0,,,,,,,,9.0,384.0,,,40.5,3300.0,,,,,45.5,3836.0,87.5,7300.0,,,87.5,5300.0,63.5,6100.0,152.5,15250.0,,,211.0,15300.0,397.5,35000.0,210.0,19000.0,222.0,6150.0,,,85.0,8000.0,,,,,62.0,6000.0,51.0,4588.0,63.0,5743.0,68.0,6300.0,,,87.0,3614.0,155.0,14000.0,,,55.0,5000.0,,,,,97.0,7920.0,47.5,4100.0,122.0,10200.0,,,189.0,36700.0
2019-06-11,10.0,529.0,,,198.5,20000.0,,,192.5,17292.0,16.5,251.0,28.0,562.0,27.0,487.0,24.5,411.0,22.5,356.0,,,,,,,,,9.0,369.0,,,39.5,3238.0,,,,,43.0,3869.0,82.5,7300.0,,,87.5,5300.0,60.0,5713.0,144.5,14200.0,110.0,9500.0,198.5,15300.0,397.5,35000.0,210.0,19000.0,225.5,6150.0,,,85.0,8000.0,,,,,68.0,6000.0,52.0,4714.0,65.0,5671.0,67.5,5833.0,,,89.0,3950.0,155.0,14000.0,,,45.0,4000.0,,,,,97.0,7920.0,47.5,4100.0,122.0,10200.0,,,189.0,36700.0
2019-06-12,10.0,494.0,,,198.5,20000.0,,,194.0,17611.0,16.0,251.0,27.0,562.0,27.0,487.0,24.0,411.0,22.5,356.0,,,,,,,,,9.0,371.0,,,39.5,3238.0,,,,,44.5,3892.0,82.5,7300.0,,,77.5,5100.0,61.5,5744.0,144.0,13571.0,90.0,7500.0,198.5,15300.0,397.5,35000.0,210.0,19000.0,237.0,4175.0,,,85.0,8000.0,,,,,67.0,6133.0,48.5,4500.0,64.0,5911.0,67.0,6200.0,,,89.0,3950.0,155.0,14000.0,,,45.0,4000.0,,,,,94.5,7520.0,52.5,4100.0,122.0,10200.0,,,196.5,41375.0
2019-06-13,9.0,471.0,,,198.5,20000.0,,,193.0,17412.0,15.5,243.0,27.5,560.0,27.0,487.0,24.0,389.0,22.0,334.0,,,,,,,,,9.0,373.0,,,40.5,3342.0,,,,,43.0,3885.0,82.5,7300.0,,,77.5,5100.0,62.0,5670.0,145.5,13625.0,90.0,7750.0,205.5,14625.0,397.5,35000.0,210.0,19000.0,237.0,3780.0,,,85.0,8000.0,,,,,72.0,6300.0,47.5,4313.0,64.0,5920.0,63.0,5563.0,,,89.0,3950.0,155.0,14000.0,30.0,2500.0,45.0,4000.0,,,,,94.5,7520.0,52.5,4100.0,122.0,10200.0,,,196.5,41375.0
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-16,9.0,450.0,,,198.5,20000.0,,,198.5,18087.0,16.0,248.0,27.5,560.0,27.0,487.0,24.0,393.0,22.0,334.0,,,,,,,,,9.0,368.0,,,39.5,3238.0,,,,,43.0,3850.0,82.5,7300.0,,,77.5,5100.0,60.5,5670.0,141.0,13625.0,90.0,7750.0,222.0,15500.0,397.5,35000.0,210.0,19000.0,246.0,3840.0,,,80.0,7500.0,,,,,72.0,6300.0,48.0,4313.0,66.5,6070.0,62.0,5625.0,,,88.0,3629.0,155.0,14000.0,30.0,2500.0,45.0,4000.0,,,,,94.5,7520.0,52.5,4100.0,122.0,10200.0,,,196.5,41375.0
2019-06-17,8.0,438.0,,,198.5,20000.0,,,200.5,18392.0,16.0,248.0,27.0,449.0,28.5,527.0,23.0,378.0,21.5,331.0,,,,,,,,,9.5,368.0,110.0,9000.0,39.5,3238.0,,,,,42.5,3723.0,82.5,7300.0,,,77.5,5100.0,60.5,5670.0,141.0,13625.0,90.0,7750.0,222.0,15500.0,397.5,35000.0,,,244.5,4200.0,,,80.0,7500.0,,,,,69.0,5800.0,46.0,4125.0,65.5,5920.0,61.5,5563.0,,,86.5,3629.0,155.0,14000.0,28.0,2250.0,45.0,4000.0,,,,,94.5,7520.0,52.5,4100.0,122.0,10200.0,,,196.5,41375.0
2019-06-18,8.0,433.0,,,198.5,20000.0,,,204.5,18728.0,15.5,247.0,27.0,552.0,28.5,527.0,23.0,376.0,21.5,331.0,,,,,,,,,9.0,353.0,110.0,9000.0,38.5,3142.0,,,,,42.5,3708.0,82.5,7300.0,,,77.5,5100.0,59.0,5633.0,137.0,13286.0,90.0,7750.0,213.5,15500.0,372.5,35000.0,,,240.0,4200.0,,,80.0,7500.0,,,,,67.0,5950.0,44.5,3725.0,65.5,5836.0,61.0,5300.0,,,86.5,3629.0,155.0,14000.0,28.0,2250.0,45.0,4000.0,,,,,94.5,7520.0,52.5,4100.0,122.0,10200.0,,,194.0,46375.0
2019-06-19,9.0,419.0,,,198.5,20000.0,,,196.0,17992.0,16.0,247.0,26.0,552.0,28.0,527.0,23.0,374.0,21.0,317.0,,,,,,,,,9.0,338.0,110.0,9000.0,39.5,3269.0,,,,,41.5,3692.0,82.5,7300.0,,,77.5,5100.0,62.5,5882.0,139.5,13500.0,81.5,7250.0,213.5,15500.0,372.5,35000.0,,,245.5,6400.0,,,67.5,6400.0,,,,,69.0,5800.0,43.5,3663.0,66.0,5936.0,63.0,5427.0,,,86.0,4017.0,155.0,14000.0,28.0,2250.0,45.0,4000.0,,,,,92.0,7520.0,52.5,4100.0,122.0,10200.0,,,220.0,58333.0
2019-06-20,8.0,380.0,,,198.5,20000.0,,,198.0,18102.0,15.5,241.0,26.5,440.0,28.0,527.0,23.0,370.0,21.0,317.0,,,,,,,,,9.5,327.0,110.0,9000.0,39.0,3208.0,,,,,43.0,3775.0,82.5,7300.0,,,77.5,5100.0,62.5,5882.0,138.0,13500.0,81.5,7250.0,213.5,15500.0,372.5,35000.0,,,245.5,6400.0,,,64.5,6050.0,,,,,70.5,6150.0,43.5,3663.0,66.0,5936.0,63.0,5427.0,,,88.0,4500.0,155.0,14000.0,28.0,2250.0,46.0,4125.0,,,,,92.0,7520.0,51.5,3875.0,122.0,10200.0,,,220.0,58333.0
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-23,7.5,358.0,,,198.5,20000.0,,,197.0,18142.0,15.5,247.0,26.5,552.0,28.0,527.0,23.0,374.0,21.0,317.0,,,,,,,,,9.0,336.0,110.0,9000.0,39.5,3269.0,,,,,42.5,3692.0,82.5,7300.0,,,77.5,5100.0,62.5,5882.0,138.0,13500.0,88.5,7750.0,213.5,15500.0,372.5,35000.0,,,247.0,7733.0,,,58.0,5200.0,,,56.5,5000.0,70.5,6150.0,44.5,3757.0,65.5,5817.0,64.0,9392.0,,,85.0,4017.0,155.0,14000.0,28.0,2250.0,46.0,4125.0,,,,,92.0,7520.0,52.5,4100.0,122.0,10200.0,,,220.0,58333.0
2019-06-24,7.5,358.0,,,198.5,20000.0,,,197.0,18142.0,15.5,247.0,26.0,552.0,27.5,527.0,22.5,374.0,20.5,317.0,,,,,,,,,9.0,330.0,110.0,9000.0,39.5,3269.0,,,,,43.0,3692.0,82.5,7300.0,,,77.5,5100.0,61.0,5642.0,140.0,12600.0,88.5,7750.0,213.5,15500.0,372.5,35000.0,,,258.0,10750.0,,,60.0,5171.0,,,56.5,5000.0,70.5,6150.0,45.0,3829.0,67.5,5869.0,65.0,9433.0,,,85.0,4017.0,155.0,14000.0,28.0,2250.0,46.0,4125.0,,,,,90.5,7120.0,52.5,4100.0,122.0,10200.0,,,220.0,58333.0
2019-06-25,8.0,386.0,,,198.5,20000.0,,,199.5,18467.0,15.5,247.0,26.0,552.0,27.5,527.0,22.5,374.0,20.5,331.0,,,,,,,,,9.0,321.0,110.0,9000.0,39.5,3269.0,,,,,43.0,3692.0,82.5,7300.0,,,77.5,5100.0,60.5,5642.0,140.0,12600.0,93.5,8250.0,213.5,15500.0,372.5,35000.0,,,270.0,10750.0,,,60.0,5025.0,,,59.0,5000.0,68.5,6150.0,45.0,3829.0,67.5,5869.0,65.5,9169.0,,,85.0,4017.0,155.0,14000.0,28.0,2250.0,46.0,4125.0,40.0,4000.0,,,90.5,7120.0,52.5,4100.0,122.0,10200.0,,,220.0,58333.0
2019-06-26,9.0,407.0,,,198.5,20000.0,,,195.5,18267.0,16.0,241.0,26.0,551.0,27.5,527.0,22.5,367.0,20.5,331.0,,,,,,,,,8.0,317.0,110.0,9000.0,39.5,3269.0,,,,,42.5,3733.0,77.5,6800.0,,,77.5,5100.0,66.5,5427.0,142.0,13000.0,80.0,8000.0,197.0,15500.0,372.5,35000.0,,,222.5,18000.0,,,61.0,5113.0,,,59.0,5000.0,68.5,6175.0,45.0,3800.0,65.5,5775.0,67.5,9683.0,,,87.5,4500.0,155.0,14000.0,28.0,2250.0,43.0,3875.0,12.5,750.0,,,91.5,7120.0,52.5,4100.0,122.0,10200.0,,,220.0,58333.0
2019-06-27,8.0,386.0,,,198.5,20000.0,,,195.0,18267.0,16.0,246.0,26.0,552.0,27.5,527.0,22.5,372.0,20.5,331.0,,,,,,,,,7.5,313.0,110.0,9000.0,39.5,3300.0,,,,,42.0,3654.0,77.5,6800.0,,,77.5,5100.0,63.0,5427.0,145.0,13000.0,80.0,8000.0,197.0,15500.0,372.5,35000.0,,,222.5,18000.0,,,62.0,5113.0,,,59.0,5000.0,67.0,5750.0,44.5,3800.0,67.5,5755.0,70.0,9767.0,,,87.5,4520.0,155.0,14000.0,28.0,2250.0,43.5,3900.0,12.5,750.0,,,91.5,7120.0,52.5,4100.0,122.0,10200.0,,,285.0,27500.0
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,8.0,386.0,,,198.5,20000.0,,,195.0,18267.0,16.0,246.0,26.0,559.0,27.5,527.0,22.5,370.0,20.5,331.0,,,,,,,,,8.0,309.0,110.0,9000.0,39.5,3308.0,,,,,43.0,3654.0,77.5,6800.0,,,77.5,5100.0,67.0,5291.0,147.0,13111.0,82.5,9000.0,197.0,15500.0,372.5,35000.0,,,222.5,18000.0,,,64.5,5414.0,32.5,,61.0,5500.0,67.5,5875.0,47.0,4160.0,70.5,6180.0,68.0,5767.0,,,87.5,4520.0,155.0,14000.0,25.0,2000.0,42.5,3750.0,12.5,750.0,,,91.5,7120.0,52.5,4100.0,122.0,10200.0,,,285.0,27500.0
2019-07-01,8.5,367.0,,,198.5,20000.0,,,195.5,18386.0,16.5,246.0,26.0,559.0,27.5,527.0,21.5,343.0,21.5,336.0,,,,,,,,,9.5,297.0,110.0,9000.0,39.5,3308.0,,,,,42.0,3500.0,77.5,6800.0,,,77.5,5100.0,62.5,5382.0,147.0,13111.0,82.5,9000.0,197.0,15500.0,372.5,35000.0,,,222.5,18000.0,,,64.5,5414.0,32.5,,61.0,5500.0,68.5,6000.0,47.0,4160.0,70.5,6230.0,68.0,5808.0,,,87.5,4520.0,155.0,14000.0,25.0,2000.0,42.5,3750.0,12.5,750.0,,,91.5,7120.0,52.5,4100.0,122.0,10200.0,,,285.0,27500.0
2019-07-02,9.0,350.0,,,216.5,20000.0,,,194.0,18123.0,16.5,246.0,26.0,559.0,27.5,527.0,22.0,342.0,21.5,336.0,,,,,,,,,8.5,303.0,110.0,9000.0,39.5,3245.0,,,,,42.0,3500.0,77.5,6800.0,,,77.5,5100.0,62.0,5350.0,145.0,12800.0,82.5,9000.0,197.0,15500.0,372.5,35000.0,,,222.5,18000.0,,,66.5,5575.0,37.5,3500.0,62.5,6250.0,68.5,6000.0,46.5,4075.0,67.0,5811.0,67.0,5725.0,,,88.5,5225.0,155.0,14000.0,25.0,2000.0,42.5,3750.0,12.5,750.0,,,91.5,7120.0,51.5,3875.0,122.0,10200.0,,,285.0,27500.0
2019-07-03,9.0,330.0,,,216.5,20000.0,,,191.0,17754.0,17.0,261.0,26.0,556.0,27.5,527.0,21.5,348.0,21.5,336.0,,,,,,,,,9.5,302.0,110.0,9000.0,39.5,3308.0,,,,,41.0,3500.0,76.0,6800.0,,,77.5,5100.0,61.0,5267.0,143.5,13000.0,97.5,9000.0,202.0,15500.0,372.5,35000.0,,,222.5,18000.0,,,66.5,5575.0,37.5,3500.0,65.5,6500.0,68.5,5833.0,52.0,4667.0,71.0,6150.0,74.0,6636.0,,,87.5,5250.0,155.0,14000.0,25.0,2000.0,40.0,3500.0,12.5,750.0,,,89.0,7120.0,50.0,4100.0,122.0,10200.0,,,285.0,27500.0
2019-07-04,8.0,327.0,,,216.5,20000.0,,,187.5,17441.0,17.0,261.0,26.0,528.0,28.0,562.0,21.5,348.0,21.0,290.0,,,,,,,,,9.5,297.0,110.0,9000.0,39.5,3308.0,,,,,40.0,3364.0,76.0,6800.0,,,77.5,5100.0,61.0,5267.0,148.0,13400.0,97.5,9000.0,202.0,15500.0,372.5,35000.0,,,170.0,18000.0,,,69.0,5700.0,44.0,3500.0,68.5,6125.0,70.0,6167.0,52.0,4667.0,72.0,6275.0,75.0,6727.0,,,69.0,1667.0,155.0,14000.0,25.0,2000.0,40.0,3500.0,12.5,750.0,,,89.0,7120.0,50.0,4100.0,122.0,10200.0,,,285.0,27500.0
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-07,8.0,327.0,,,216.5,20000.0,,,190.0,17583.0,17.0,261.0,25.5,524.0,28.0,562.0,21.0,344.0,21.5,338.0,,,,,,,,,9.5,297.0,110.0,9000.0,39.0,3246.0,,,,,41.5,3477.0,76.0,6800.0,,,77.5,5100.0,60.0,5100.0,148.0,13400.0,97.5,9000.0,202.0,15500.0,372.5,35000.0,,,170.0,18000.0,,,70.5,5950.0,44.0,3500.0,69.5,6250.0,70.5,6167.0,52.0,4667.0,69.5,5929.0,74.5,6670.0,,,87.5,5250.0,155.0,14000.0,25.0,2000.0,40.0,3500.0,12.5,750.0,,,89.0,7120.0,50.0,4100.0,122.0,10200.0,,,285.0,27500.0
2019-07-08,8.0,327.0,,,216.5,20000.0,,,194.0,18079.0,16.0,246.0,25.5,524.0,27.0,505.0,21.0,344.0,20.0,304.0,,,,,,,,,10.0,311.0,110.0,9000.0,39.0,3246.0,,,,,41.5,3477.0,76.0,6800.0,,,77.5,5100.0,62.0,5309.0,152.0,13600.0,97.5,9000.0,202.0,15500.0,372.5,35000.0,,,170.0,18000.0,,,73.0,6233.0,44.0,3500.0,72.0,6500.0,72.5,6333.0,50.0,4500.0,71.5,6167.0,75.5,6911.0,,,87.5,5250.0,155.0,14000.0,25.0,2000.0,40.0,3500.0,12.5,750.0,,,89.0,7120.0,52.5,4125.0,122.0,10200.0,,,285.0,27500.0
2019-07-09,8.0,327.0,,,216.5,20000.0,,,192.0,17972.0,16.0,246.0,25.0,508.0,25.5,497.0,21.0,344.0,19.0,258.0,,,,,,,,,10.0,311.0,110.0,9000.0,39.0,3246.0,,,,,40.0,3350.0,68.5,5700.0,,,77.5,5100.0,62.0,5309.0,152.0,13600.0,97.5,9000.0,202.0,15500.0,372.5,35000.0,,,170.0,18000.0,,,73.0,6289.0,44.0,3500.0,69.0,6200.0,72.5,6333.0,50.0,4500.0,71.5,6167.0,76.5,6944.0,,,69.0,1667.0,155.0,14000.0,25.0,2000.0,40.0,3500.0,12.5,750.0,,,89.0,7120.0,52.5,4125.0,122.0,10200.0,,,285.0,27500.0
2019-07-10,8.0,280.0,,,216.5,20000.0,,,190.5,17605.0,16.0,246.0,25.0,508.0,24.0,463.0,21.0,341.0,20.0,294.0,,,,,,,,,10.5,305.0,110.0,9000.0,38.0,3183.0,,,,,41.0,3477.0,68.5,5700.0,,,74.0,4900.0,59.0,5400.0,154.0,14100.0,97.5,9000.0,202.0,15500.0,372.5,35000.0,,,170.0,18000.0,,,72.5,6078.0,44.5,3500.0,70.5,6214.0,73.0,6333.0,54.0,4750.0,71.5,6250.0,79.0,6957.0,,,87.5,5250.0,155.0,14000.0,25.0,2000.0,42.0,3700.0,12.5,750.0,,,89.0,7120.0,52.0,3833.0,122.0,10200.0,,,285.0,27500.0
2019-07-11,8.0,268.0,,,216.5,20000.0,,,191.0,17618.0,15.5,245.0,24.5,500.0,24.0,463.0,20.5,354.0,20.0,294.0,,,,,,,,,9.0,315.0,,,37.0,3018.0,,,,,40.5,3308.0,68.5,5700.0,,,74.0,4900.0,59.0,5400.0,147.5,13444.0,90.0,,202.0,15500.0,372.5,35000.0,,,170.0,18000.0,,,74.5,6356.0,49.5,4167.0,66.0,5833.0,67.0,5500.0,45.0,4000.0,67.5,5667.0,79.0,6867.0,,,87.5,5250.0,155.0,14000.0,25.0,2000.0,41.0,3625.0,12.5,750.0,,,85.5,6400.0,52.0,3833.0,135.0,12400.0,,,170.0,15000.0
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-13,,,,,,,,,180.0,18000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,25000.0,,,,,,,,,,,,,70.0,7000.0,,,,,,,,,,,,,,,,,35.0,3000.0,,,,,,,,,,,,,,
2019-07-14,8.0,268.0,,,216.5,20000.0,,,194.5,18139.0,15.5,241.0,25.0,508.0,24.0,463.0,20.5,342.0,20.0,294.0,,,,,,,,,9.5,311.0,110.0,9000.0,37.5,3183.0,,,,,41.5,3477.0,64.5,5333.0,,,74.0,4900.0,58.5,5345.0,151.5,13889.0,97.5,9000.0,204.0,15500.0,372.5,35000.0,,,170.0,18000.0,,,78.5,6770.0,53.5,4750.0,71.0,6125.0,77.0,6750.0,66.5,6250.0,71.5,6250.0,83.0,7400.0,,,87.5,5250.0,155.0,14000.0,25.0,2000.0,42.0,3700.0,,,,,89.0,7120.0,52.5,4125.0,122.0,10200.0,,,285.0,27500.0
2019-07-15,8.0,282.0,,,216.5,20000.0,,,191.5,17676.0,15.5,235.0,24.5,507.0,24.0,463.0,20.5,329.0,20.0,294.0,,,,,,,,,10.5,299.0,110.0,9000.0,38.0,3183.0,,,,,42.0,3542.0,64.5,5333.0,,,74.0,4900.0,59.5,5417.0,154.0,14100.0,97.5,9000.0,204.0,15500.0,372.5,35000.0,,,170.0,18000.0,,,79.5,6891.0,56.5,4917.0,72.5,6182.0,73.0,6333.0,66.5,6250.0,71.0,6167.0,86.0,7625.0,,,91.0,6467.0,155.0,14000.0,25.0,2000.0,44.0,3900.0,,,,,89.0,7120.0,52.0,3833.0,122.0,10200.0,,,285.0,27500.0
2019-07-16,8.0,268.0,,,216.5,20000.0,,,191.5,17750.0,15.5,242.0,25.0,522.0,24.0,463.0,20.5,341.0,20.0,294.0,,,,,,,,,10.5,299.0,110.0,9000.0,38.0,3183.0,,,,,41.5,3477.0,55.5,4500.0,,,74.0,4900.0,59.5,5364.0,154.0,14100.0,97.5,9000.0,204.0,15500.0,372.5,35000.0,,,170.0,18000.0,,,80.0,6927.0,52.5,4571.0,72.0,6182.0,73.0,6333.0,66.5,6250.0,71.0,6167.0,85.0,7625.0,,,87.5,5250.0,155.0,14000.0,25.0,2000.0,44.0,3900.0,,,,,89.0,7120.0,52.0,3833.0,122.0,10200.0,,,285.0,27500.0
2019-07-17,9.0,293.0,,,216.5,20000.0,,,189.0,17528.0,15.5,231.0,25.0,496.0,24.5,463.0,20.5,324.0,19.0,247.0,,,,,,,,,9.5,316.0,110.0,9000.0,38.5,3246.0,,,,,40.0,3409.0,55.5,4500.0,,,74.0,4900.0,60.5,5333.0,153.5,13900.0,107.5,9000.0,204.0,15500.0,372.5,35000.0,,,170.0,18000.0,,,80.5,6927.0,54.0,4757.0,74.0,6545.0,73.0,6333.0,66.5,6250.0,71.0,6167.0,83.5,7500.0,,,69.0,1700.0,155.0,14000.0,25.0,2000.0,45.5,4000.0,,,,,90.5,7120.0,52.5,4125.0,125.0,10700.0,95.0,9000.0,285.0,27500.0
2019-07-18,8.0,268.0,5.5,400.0,216.5,20000.0,,,190.5,17750.0,15.5,238.0,25.0,497.0,24.5,463.0,20.5,336.0,19.0,247.0,,,,,,,,,9.5,311.0,110.0,9000.0,38.5,3246.0,,,,,39.5,3350.0,55.5,4500.0,,,74.0,4900.0,61.0,5400.0,153.5,13900.0,107.5,9000.0,204.0,15500.0,372.5,35000.0,,,170.0,18000.0,,,82.5,7155.0,54.0,4757.0,75.0,6700.0,75.0,6750.0,66.5,6250.0,71.0,6167.0,83.5,7500.0,,,69.0,1667.0,155.0,14000.0,25.0,2000.0,45.5,4000.0,,,,,90.5,7120.0,52.5,4125.0,125.0,10700.0,95.0,9000.0,285.0,27500.0
2019-07-19,,,,,,,,,180.0,18000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,25000.0,,,,,,,,,90.0,7500.0,45.0,4000.0,70.0,6500.0,,,,,,,,,,,,,,,,,35.0,3000.0,,,,,,,,,,,,,,
2019-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
