date,egg duck-local_avg_retail_price,egg duck-local_avg_wholesale_price,egg farm-red_avg_retail_price,egg farm-red_avg_wholesale_price,egg farm-white_avg_retail_price,egg farm-white_avg_wholesale_price,egg hen-local_avg_retail_price,egg hen-local_avg_wholesale_price
2016-01-20,39.0,923.0,32.0,756.0,31.0,740.0,42.5,942.0
2016-01-21,39.5,904.0,32.0,753.0,31.0,736.0,42.5,938.0
2016-01-22,,,,,,,,
2016-01-23,,,,,,,,
2016-01-24,39.5,906.0,32.0,756.0,31.0,738.0,42.5,938.0
2016-01-25,39.5,890.0,32.0,756.0,31.0,738.0,42.5,934.0
2016-01-26,39.0,2350.0,32.5,760.0,31.5,738.0,41.5,942.0
2016-01-27,40.0,903.0,32.0,757.0,31.5,738.0,42.0,932.0
2016-01-28,40.0,895.0,32.0,756.0,31.5,736.0,41.5,932.0
2016-01-29,,,,,,,,
2016-01-30,,,30.0,,30.0,,49.0,
2016-01-31,40.0,898.0,32.0,755.0,31.5,736.0,41.5,937.0
2016-02-01,40.5,903.0,32.0,758.0,31.0,731.0,42.5,945.0
2016-02-02,41.0,918.0,32.5,763.0,31.5,750.0,41.5,958.0
2016-02-03,41.0,908.0,32.0,759.0,31.0,741.0,42.5,970.0
2016-02-04,41.5,896.0,32.0,762.0,31.5,747.0,43.5,960.0
2016-02-05,,,,,,,,
2016-02-06,,,32.0,750.0,,,,
2016-02-07,41.5,883.0,32.5,767.0,31.5,752.0,43.5,960.0
2016-02-08,40.5,863.0,32.5,767.0,34.0,762.0,42.5,943.0
2016-02-09,41.5,913.0,33.0,780.0,32.5,778.0,42.0,923.0
2016-02-10,40.0,897.0,33.0,776.0,32.5,772.0,41.0,950.0
2016-02-11,41.0,885.0,33.0,773.0,32.5,755.0,43.5,943.0
2016-02-12,,,,,,,,
2016-02-13,,,,,,,,
2016-02-14,42.5,920.0,33.5,780.0,32.5,765.0,43.5,948.0
2016-02-15,43.0,938.0,33.0,772.0,32.0,754.0,44.0,972.0
2016-02-16,42.5,932.0,33.0,772.0,32.5,759.0,43.5,970.0
2016-02-17,42.5,953.0,33.5,779.0,32.0,768.0,42.5,995.0
2016-02-18,42.5,930.0,33.5,780.0,32.5,765.0,43.5,972.0
2016-02-19,,,,,,,,
2016-02-20,,,,,,,,
2016-02-21,,,33.0,750.0,,,,
2016-02-22,42.5,950.0,33.5,774.0,32.5,750.0,42.5,975.0
2016-02-23,42.5,950.0,33.5,775.0,32.5,763.0,42.5,975.0
2016-02-24,42.5,928.0,33.5,771.0,32.5,756.0,42.5,928.0
2016-02-25,42.0,928.0,33.5,771.0,32.5,759.0,42.0,927.0
2016-02-26,,,,,,,,
2016-02-27,,,32.0,750.0,,,,
2016-02-28,42.0,920.0,33.0,771.0,31.5,755.0,42.0,943.0
2016-02-29,42.0,920.0,33.0,768.0,31.5,755.0,42.0,943.0
2016-03-01,42.0,920.0,33.0,768.0,31.5,757.0,42.0,963.0
2016-03-02,42.0,920.0,33.0,768.0,32.0,753.0,40.0,943.0
2016-03-03,40.5,920.0,33.0,764.0,31.0,747.0,39.0,943.0
2016-03-04,,,,,,,,
2016-03-05,,,,,,,,
2016-03-06,40.5,935.0,32.5,760.0,30.5,737.0,43.0,953.0
2016-03-07,40.5,935.0,32.5,756.0,31.5,733.0,41.0,953.0
2016-03-08,41.5,927.0,33.0,766.0,31.5,738.0,43.0,950.0
2016-03-09,41.5,928.0,33.0,770.0,31.5,742.0,42.0,950.0
2016-03-10,41.5,928.0,32.5,762.0,31.5,736.0,42.0,950.0
2016-03-11,,,,,,,,
2016-03-12,,,,,,,,
2016-03-13,39.5,937.0,32.0,762.0,30.5,730.0,41.0,937.0
2016-03-14,39.5,937.0,32.0,758.0,30.5,732.0,41.0,937.0
2016-03-15,40.5,915.0,32.0,1219.0,31.5,719.0,43.0,933.0
2016-03-16,40.0,915.0,33.0,756.0,31.5,725.0,42.5,713.0
2016-03-17,,,,,,,,
2016-03-18,,,,,,,,
2016-03-19,,,,,,,,
2016-03-20,38.5,873.0,32.0,1185.0,31.5,723.0,41.5,903.0
2016-03-21,40.0,915.0,32.0,744.0,31.5,720.0,42.5,938.0
2016-03-22,38.0,913.0,32.0,743.0,30.5,714.0,41.0,938.0
2016-03-23,38.0,895.0,32.0,739.0,30.5,718.0,40.5,3930.0
2016-03-24,38.5,840.0,32.0,733.0,31.5,715.0,41.5,916.0
2016-03-25,,,,,,,,
2016-03-26,,,31.5,735.0,,,,
2016-03-27,39.0,875.0,32.0,737.0,31.5,711.0,40.5,910.0
2016-03-28,39.0,923.0,32.0,749.0,31.5,726.0,41.0,940.0
2016-03-29,39.5,875.0,32.0,738.0,31.5,716.0,41.5,935.0
2016-03-30,38.0,880.0,32.0,747.0,31.0,728.0,40.5,920.0
2016-03-31,39.0,878.0,32.0,743.0,31.5,722.0,43.0,936.0
2016-04-01,,,,,,,,
2016-04-02,,,33.0,740.0,,,,
2016-04-03,40.5,903.0,33.0,761.0,32.5,737.0,42.5,940.0
2016-04-04,39.0,926.0,33.0,757.0,32.0,744.0,41.5,940.0
2016-04-05,40.5,913.0,33.5,759.0,32.5,749.0,42.5,936.0
2016-04-06,40.0,930.0,34.0,789.0,33.0,747.0,42.5,944.0
2016-04-07,40.5,937.0,34.0,789.0,32.5,763.0,42.0,933.0
2016-04-08,,,,,,,,
2016-04-09,,,,,,,,
2016-04-10,40.5,926.0,33.0,778.0,32.5,750.0,43.5,944.0
2016-04-11,39.5,903.0,33.0,776.0,32.0,765.0,42.0,935.0
2016-04-12,40.5,880.0,33.0,1290.0,32.5,738.0,44.0,937.0
2016-04-13,37.0,847.0,33.0,773.0,31.5,760.0,41.5,910.0
2016-04-14,,,,,,,,
2016-04-15,,,,,,,,
2016-04-16,,,,,,,,
2016-04-17,,,,,,,,
2016-04-18,38.0,888.0,32.5,754.0,30.5,713.0,40.5,930.0
2016-04-19,39.0,878.0,32.5,751.0,31.5,711.0,41.5,928.0
2016-04-20,39.0,910.0,32.5,756.0,31.0,705.0,39.5,930.0
2016-04-21,39.0,930.0,32.5,762.0,30.5,718.0,40.0,935.0
2016-04-22,,,,,,,,
2016-04-23,,,,,,,,
2016-04-24,39.0,910.0,32.5,748.0,30.5,715.0,40.5,930.0
2016-04-25,39.5,898.0,32.5,749.0,31.5,717.0,41.5,928.0
2016-04-26,38.0,910.0,32.5,758.0,30.5,716.0,39.0,900.0
2016-04-27,36.0,860.0,32.5,751.0,30.5,716.0,39.0,900.0
2016-04-28,39.0,860.0,32.5,739.0,30.5,722.0,42.0,913.0
2016-04-29,,,,,,,,
2016-04-30,,,,,,,,
2016-05-01,,,,,,,,
2016-05-02,37.5,860.0,32.0,746.0,30.5,720.0,41.5,960.0
2016-05-03,38.0,893.0,32.0,747.0,30.5,707.0,41.5,960.0
2016-05-04,37.5,893.0,32.0,745.0,29.5,700.0,42.5,970.0
2016-05-05,38.0,876.0,32.0,745.0,30.5,703.0,43.0,947.0
2016-05-06,,,,,,,,
2016-05-07,,,,,,,,
2016-05-08,34.5,848.0,32.0,753.0,30.5,730.0,39.0,900.0
2016-05-09,38.0,838.0,32.5,758.0,31.5,735.0,43.5,920.0
2016-05-10,34.5,843.0,32.5,779.0,31.5,753.0,39.0,900.0
2016-05-11,36.0,860.0,31.5,760.0,31.5,753.0,39.0,900.0
2016-05-12,36.5,843.0,32.5,778.0,31.5,760.0,39.0,900.0
2016-05-13,,,,,,,,
2016-05-14,,,,,,,,
2016-05-15,36.5,888.0,33.5,787.0,31.5,763.0,39.0,950.0
2016-05-16,38.5,895.0,33.0,782.0,31.5,756.0,42.5,950.0
2016-05-17,39.0,895.0,33.0,784.0,31.5,745.0,41.5,950.0
2016-05-18,39.0,887.0,33.5,792.0,33.0,778.0,41.5,950.0
2016-05-19,39.0,887.0,33.5,788.0,33.0,782.0,41.5,950.0
2016-05-20,,,,,,,,
2016-05-21,,,,,,,,
2016-05-22,36.5,830.0,33.5,793.0,33.0,800.0,39.0,950.0
2016-05-23,,,,,,,,
2016-05-24,37.0,843.0,33.5,786.0,32.5,780.0,39.0,950.0
2016-05-25,37.0,800.0,33.5,790.0,32.5,787.0,39.0,950.0
2016-05-26,37.0,800.0,33.5,789.0,32.5,770.0,39.0,950.0
2016-05-27,,,,,,,,
2016-05-28,,,,,,,,
2016-05-29,36.5,800.0,33.5,795.0,31.5,768.0,39.0,950.0
2016-05-30,36.5,800.0,33.5,786.0,31.5,747.0,39.0,950.0
2016-05-31,38.5,817.0,33.5,776.0,32.5,740.0,43.5,935.0
2016-06-01,34.0,788.0,33.0,775.0,31.5,747.0,39.0,950.0
2016-06-02,39.5,821.0,33.0,764.0,32.0,738.0,44.0,935.0
2016-06-03,,,,,,,,
2016-06-04,,,35.5,,,,,
2016-06-05,38.0,812.0,32.5,761.0,30.5,723.0,42.5,950.0
2016-06-06,39.5,821.0,32.5,762.0,31.5,713.0,44.0,935.0
2016-06-07,42.5,850.0,33.5,759.0,32.0,728.0,47.5,920.0
2016-06-08,39.0,825.0,33.0,755.0,31.5,723.0,43.5,897.0
2016-06-09,35.0,813.0,33.0,765.0,31.0,723.0,39.0,950.0
2016-06-10,,,,,,,,
2016-06-11,,,,,,,,
2016-06-12,35.0,813.0,32.5,760.0,26.5,700.0,39.0,950.0
2016-06-13,38.5,838.0,32.5,755.0,31.5,716.0,47.5,920.0
2016-06-14,39.0,825.0,32.0,749.0,31.5,705.0,43.5,935.0
2016-06-15,,,32.5,743.0,30.5,715.0,,
2016-06-16,42.5,850.0,32.0,723.0,31.5,700.0,47.5,920.0
2016-06-17,,,,,,,,
2016-06-18,,,,,,,,
2016-06-19,36.5,817.0,31.5,733.0,30.5,698.0,43.0,935.0
2016-06-20,37.0,828.0,31.5,715.0,29.5,665.0,44.0,935.0
2016-06-21,36.5,817.0,32.5,762.0,31.5,700.0,43.0,935.0
2016-06-22,,,31.5,760.0,28.5,680.0,,
2016-06-23,37.0,828.0,31.5,722.0,31.5,700.0,44.0,935.0
2016-06-24,,,34.0,800.0,,,,
2016-06-25,,,,,,,,
2016-06-26,36.5,817.0,31.5,733.0,26.5,693.0,44.0,935.0
2016-06-27,37.0,828.0,31.5,701.0,31.5,710.0,44.5,935.0
2016-06-28,38.0,825.0,30.0,703.0,30.0,670.0,43.0,935.0
2016-06-29,37.5,834.0,30.0,687.0,29.5,655.0,43.5,935.0
2016-06-30,37.5,834.0,30.0,699.0,29.5,655.0,43.5,935.0
2016-07-01,,,,,,,,
2016-07-02,,,,,,,,
2016-07-03,,,,,,,,
2016-07-04,,,,,,,,
2016-07-05,,,,,,,,
2016-07-06,,,,,,,,
2016-07-07,,,,,,,,
2016-07-08,,,,,,,,
2016-07-09,,,,,,,,
2016-07-10,36.5,853.0,31.0,727.0,28.5,700.0,43.0,950.0
2016-07-11,36.0,830.0,30.5,706.0,30.0,715.0,43.0,950.0
2016-07-12,38.0,853.0,31.5,723.0,31.0,723.0,43.5,935.0
2016-07-13,38.5,837.0,31.5,719.0,31.0,700.0,43.5,923.0
2016-07-14,37.5,850.0,32.0,735.0,31.5,703.0,43.0,935.0
2016-07-15,,,,,,,,
2016-07-16,37.5,850.0,32.0,734.0,32.0,713.0,43.0,935.0
2016-07-17,37.5,850.0,32.5,742.0,32.0,725.0,43.0,935.0
2016-07-18,39.0,900.0,31.5,734.0,31.0,730.0,43.5,1025.0
2016-07-19,40.5,883.0,32.5,746.0,32.0,707.0,46.0,960.0
2016-07-20,40.0,900.0,32.5,746.0,32.0,707.0,43.5,957.0
2016-07-21,38.5,850.0,32.0,730.0,32.0,703.0,43.5,957.0
2016-07-22,,,,,,,,
2016-07-23,,,,,,,,
2016-07-24,39.5,900.0,32.5,744.0,32.5,713.0,43.0,935.0
2016-07-25,39.5,900.0,32.5,749.0,32.5,725.0,41.5,935.0
2016-07-26,41.0,850.0,32.5,740.0,32.5,713.0,42.5,920.0
2016-07-27,37.0,833.0,32.5,748.0,32.5,725.0,45.0,935.0
2016-07-28,37.5,833.0,32.5,747.0,32.0,733.0,43.0,935.0
2016-07-29,,,,,,,,
2016-07-30,,,,,,,,
2016-07-31,36.0,825.0,32.0,753.0,31.0,720.0,41.5,950.0
2016-08-01,42.5,850.0,33.5,733.0,32.5,717.0,45.5,920.0
2016-08-02,39.5,850.0,34.0,760.0,33.5,700.0,45.5,920.0
2016-08-03,39.5,850.0,34.5,763.0,33.5,700.0,45.5,920.0
2016-08-04,39.5,850.0,33.5,760.0,33.5,720.0,45.5,920.0
2016-08-05,,,,,,,,
2016-08-06,,,,,,,,
2016-08-07,39.5,867.0,34.5,760.0,33.5,700.0,46.0,960.0
2016-08-08,42.0,875.0,33.5,725.0,33.5,680.0,46.0,960.0
2016-08-09,39.5,867.0,34.5,766.0,33.5,733.0,46.0,960.0
2016-08-10,39.5,867.0,34.0,775.0,34.5,680.0,46.0,960.0
2016-08-11,39.5,850.0,34.5,765.0,34.5,720.0,45.5,920.0
2016-08-12,,,,,,,,
2016-08-13,,,,,,,,
2016-08-14,42.5,850.0,35.5,760.0,34.5,740.0,45.5,920.0
2016-08-15,,,,,,,,
2016-08-16,42.5,850.0,35.5,760.0,34.5,740.0,45.5,920.0
2016-08-17,,,,,,,,
2016-08-18,42.5,850.0,34.5,753.0,33.5,740.0,45.5,920.0
2016-08-19,,,,,,,,
2016-08-20,,,,,,,,
2016-08-21,,,33.5,800.0,32.5,780.0,,
2016-08-22,42.5,850.0,35.0,730.0,34.5,720.0,45.5,920.0
2016-08-23,42.5,850.0,35.5,700.0,34.5,680.0,45.5,920.0
2016-08-24,41.5,925.0,36.5,800.0,,,,
2016-08-25,,,,,,,,
2016-08-26,,,,,,,,
2016-08-27,,,,,,,,
2016-08-28,,,,,,,,
2016-08-29,,,,,,,,
2016-08-30,,,,,,,,
2016-08-31,,,,,,,,
2016-09-01,,,,,,,,
2016-09-02,,,,,,,,
2016-09-03,,,,,,,,
2016-09-04,,,,,,,,
2016-09-05,35.5,950.0,35.5,850.0,,,,
2016-09-06,35.5,950.0,35.5,850.0,,,,
2016-09-07,39.5,950.0,35.5,850.0,,,,
2016-09-08,,,,,,,,
2016-09-09,,,,,,,,
2016-09-10,,,,,,,,
2016-09-11,,,,,,,,
2016-09-12,,,,,,,,
2016-09-13,,,,,,,,
2016-09-14,,,,,,,,
2016-09-15,,,,,,,,
2016-09-16,,,,,,,,
2016-09-17,,,,,,,,
2016-09-18,35.5,850.0,35.5,850.0,,,,
2016-09-19,,,,,,,,
2016-09-20,,,,,,,,
2016-09-21,,,35.5,800.0,,,,
2016-09-22,35.5,850.0,35.5,850.0,,,,
2016-09-23,,,,,,,,
2016-09-24,35.5,850.0,35.5,825.0,,,,
2016-09-25,,,35.5,800.0,,,,
2016-09-26,35.5,850.0,35.5,825.0,,,,
2016-09-27,,,35.5,800.0,,,,
2016-09-28,35.5,850.0,35.5,850.0,,,,
2016-09-29,,,,,,,,
2016-09-30,,,,,,,,
2016-10-01,,,,,,,,
2016-10-02,35.5,850.0,35.5,850.0,,,,
2016-10-03,,,,,,,,
2016-10-04,35.5,850.0,35.5,825.0,,,,
2016-10-05,,,35.5,800.0,,,,
2016-10-06,,,35.5,800.0,,,,
2016-10-07,,,,,,,,
2016-10-08,,,,,,,,
2016-10-09,,,,,,,,
2016-10-10,,,,,,,,
2016-10-11,,,,,,,,
2016-10-12,,,,,,,,
2016-10-13,41.0,1000.0,34.5,825.0,,,,
2016-10-14,,,,,,,,
2016-10-15,,,,,,,,
2016-10-16,41.0,1000.0,35.5,813.0,,,,
2016-10-17,,,35.5,800.0,,,,
2016-10-18,41.0,1000.0,34.5,825.0,,,,
2016-10-19,,,35.5,800.0,,,,
2016-10-20,41.0,1000.0,35.5,825.0,,,,
2016-10-21,,,,,,,,
2016-10-22,,,,,,,,
2016-10-23,41.0,1000.0,35.5,850.0,,,,
2016-10-24,,,35.5,800.0,,,,
2016-10-25,,,,,,,,
2016-10-26,,,35.5,800.0,,,,
2016-10-27,,,,,,,,
2016-10-28,,,,,,,,
2016-10-29,,,,,,,,
2016-10-30,45.5,1100.0,35.5,850.0,,,,
2016-10-31,45.5,1100.0,35.5,825.0,,,,
2016-11-01,,,,,,,,
2016-11-02,,,,,,,,
2016-11-03,,,,,,,,
2016-11-04,,,,,,,,
2016-11-05,,,,,,,,
2016-11-06,,,,,,,,
2016-11-07,,,,,,,,
2016-11-08,,,,,,,,
2016-11-09,,,,,,,,
2016-11-10,,,,,,,,
2016-11-11,,,,,,,,
2016-11-12,,,,,,,,
2016-11-13,,,,,,,,
2016-11-14,,,,,,,,
2016-11-15,,,,,,,,
2016-11-16,,,,,,,,
2016-11-17,,,,,,,,
2016-11-18,,,,,,,,
2016-11-19,,,,,,,,
2016-11-20,,,,,,,,
2016-11-21,,,,,,,,
2016-11-22,,,,,,,,
2016-11-23,,,,,,,,
2016-11-24,,,,,,,,
2016-11-25,,,,,,,,
2016-11-26,,,,,,,,
2016-11-27,,,,,,,,
2016-11-28,,,,,,,,
2016-11-29,,,,,,,,
2016-11-30,47.5,1150.0,34.5,750.0,,,,
2016-12-01,,,,,,,,
2016-12-02,,,,,,,,
2016-12-03,,,,,,,,
2016-12-04,,,,,,,,
2016-12-05,,,,,,,,
2016-12-06,,,,,,,,
2016-12-07,,,,,,,,
2016-12-08,,,,,,,,
2016-12-09,,,,,,,,
2016-12-10,,,,,,,,
2016-12-11,,,,,,,,
2016-12-12,,,,,,,,
2016-12-13,,,,,,,,
2016-12-14,,,,,,,,
2016-12-15,,,,,,,,
2016-12-16,,,,,,,,
2016-12-17,,,,,,,,
2016-12-18,,,,,,,,
2016-12-19,,,,,,,,
2016-12-20,,,,,,,,
2016-12-21,,,,,,,,
2016-12-22,,,,,,,,
2016-12-23,,,,,,,,
2016-12-24,,,,,,,,
2016-12-25,37.5,,31.0,600.0,29.0,6000.0,39.5,900.0
2016-12-26,,,,,,,,
2016-12-27,,,,,,,,
2016-12-28,,,,,,,,
2016-12-29,,,,,,,,
2016-12-30,,,,,,,,
2016-12-31,,,,,,,,
2017-01-01,37.0,820.0,24.5,550.0,,,42.0,920.0
2017-01-02,,,,,,,,
2017-01-03,,,,,,,,
2017-01-04,,,,,,,,
2017-01-05,,,,,,,,
2017-01-06,,,,,,,,
2017-01-07,,,,,,,,
2017-01-08,,,,,,,,
2017-01-09,,,,,,,,
2017-01-10,,,,,,,,
2017-01-11,,,,,,,,
2017-01-12,,,,,,,,
2017-01-13,,,,,,,,
2017-01-14,,,,,,,,
2017-01-15,,,,,,,,
2017-01-16,,,,,,,,
2017-01-17,,,,,,,,
2017-01-18,,,,,,,,
2017-01-19,,,,,,,,
2017-01-20,,,,,,,,
2017-01-21,,,,,,,,
2017-01-22,,,,,,,,
2017-01-23,,,,,,,,
2017-01-24,,,,,,,,
2017-01-25,,,,,,,,
2017-01-26,,,,,,,,
2017-01-27,,,,,,,,
2017-01-28,,,,,,,,
2017-01-29,,,,,,,,
2017-01-30,,,,,,,,
2017-01-31,,,,,,,,
2017-02-01,,,,,,,,
2017-02-02,,,,,,,,
2017-02-03,,,,,,,,
2017-02-04,,,,,,,,
2017-02-05,,,,,,,,
2017-02-06,,,,,,,,
2017-02-07,,,,,,,,
2017-02-08,,,,,,,,
2017-02-09,,,,,,,,
2017-02-10,,,,,,,,
2017-02-11,,,,,,,,
2017-02-12,,,,,,,,
2017-02-13,,,,,,,,
2017-02-14,,,,,,,,
2017-02-15,,,,,,,,
2017-02-16,,,,,,,,
2017-02-17,,,,,,,,
2017-02-18,,,,,,,,
2017-02-19,,,,,,,,
2017-02-20,43.0,958.0,30.0,717.0,,,,
2017-02-21,,,,,,,,
2017-02-22,42.0,986.0,30.0,695.0,29.5,696.0,44.5,1016.0
2017-02-23,42.0,962.0,30.0,694.0,29.5,707.0,44.5,1016.0
2017-02-24,,,,,,,,
2017-02-25,,,,,,,,
2017-02-26,42.0,953.0,29.5,673.0,28.0,645.0,42.0,1000.0
2017-02-27,41.0,964.0,30.0,692.0,29.5,691.0,43.5,999.0
2017-02-28,40.5,969.0,30.0,692.0,29.5,699.0,44.0,1008.0
2017-03-01,40.0,987.0,30.0,691.0,30.5,713.0,43.5,1003.0
2017-03-02,40.0,941.0,29.5,694.0,30.0,729.0,44.0,999.0
2017-03-03,,,,,,,,
2017-03-04,,,,,,,,
2017-03-05,,,30.0,701.0,29.5,680.0,40.0,850.0
2017-03-06,40.0,941.0,30.0,692.0,29.5,706.0,42.0,981.0
2017-03-07,41.0,964.0,30.0,692.0,29.5,709.0,43.5,1010.0
2017-03-08,40.0,945.0,29.5,692.0,30.0,711.0,43.0,990.0
2017-03-09,42.5,998.0,30.0,683.0,29.5,691.0,44.5,1008.0
2017-03-10,,,,,,,,
2017-03-11,,,,,,,,
2017-03-12,42.0,994.0,29.5,693.0,30.0,699.0,43.0,980.0
2017-03-13,,,30.0,704.0,30.0,718.0,,
2017-03-14,42.0,970.0,30.0,698.0,29.5,710.0,44.0,1027.0
2017-03-15,42.0,985.0,29.5,694.0,29.5,722.0,44.0,1012.0
2017-03-16,,,31.0,680.0,,,,
2017-03-17,,,,,,,,
2017-03-18,,,,,,,,
2017-03-19,,,31.5,703.0,30.5,670.0,,
2017-03-20,,,30.0,690.0,27.5,650.0,,
2017-03-21,41.0,946.0,29.5,698.0,29.5,704.0,45.0,1046.0
2017-03-22,42.5,1025.0,30.5,703.0,33.0,760.0,44.0,1000.0
2017-03-23,44.5,1035.0,30.0,700.0,33.0,760.0,46.5,1040.0
2017-03-24,,,,,,,,
2017-03-25,,,,,,,,
2017-03-26,,,,,,,,
2017-03-27,,,,,,,,
2017-03-28,,,,,,,,
2017-03-29,,,,,,,,
2017-03-30,,,,,,,,
2017-03-31,,,,,,,,
2017-04-01,,,,,,,,
2017-04-02,28.0,530.0,28.0,510.0,28.0,510.0,,
2017-04-03,,860.0,27.5,650.0,,820.0,,900.0
2017-04-04,,,,,,,,
2017-04-05,,,,,,,,
2017-04-06,,,,,,,,
2017-04-07,,,,,,,,
2017-04-08,,,,,,,,
2017-04-09,,,,,,,,
2017-04-10,,,,,,,,
2017-04-11,,,,,,,,
2017-04-12,,,33.0,670.0,,660.0,,
2017-04-13,,,,,,,,
2017-04-14,,,,,,,,
2017-04-15,,,,,,,,
2017-04-16,,,,,,,,
2017-04-17,,,25.5,620.0,23.0,580.0,,
2017-04-18,,,,,,,,
2017-04-19,34.5,760.0,27.5,590.0,28.0,,,
2017-04-20,34.5,760.0,29.5,650.0,,,,
2017-04-21,,,,,,,,
2017-04-22,,,,,,,,
2017-04-23,34.5,760.0,28.5,820.0,28.5,780.0,,
2017-04-24,29.0,610.0,30.0,688.0,29.5,700.0,,
2017-04-25,34.0,610.0,28.5,657.0,28.5,700.0,49.0,
2017-04-26,37.5,891.0,28.5,667.0,29.5,688.0,43.0,952.0
2017-04-27,38.0,899.0,29.0,671.0,29.0,685.0,43.5,968.0
2017-04-28,,,,,,,,
2017-04-29,,,,,,,,
2017-04-30,38.0,907.0,28.5,668.0,29.0,685.0,43.0,955.0
2017-05-01,,,,,29.5,,,
2017-05-02,39.0,930.0,30.0,673.0,28.0,680.0,44.5,1050.0
2017-05-03,39.0,930.0,30.0,660.0,28.0,680.0,44.5,1050.0
2017-05-04,,,,,,,,
2017-05-05,,,,,,,,
2017-05-06,,,,,29.5,,,
2017-05-07,,,,,,,,
2017-05-08,37.0,,32.5,650.0,31.5,580.0,38.0,
2017-05-09,28.0,,27.5,645.0,28.0,730.0,,
2017-05-10,32.5,500.0,28.5,657.0,27.0,780.0,50.0,
2017-05-11,32.5,500.0,28.5,657.0,27.0,780.0,50.0,
2017-05-12,,,,,,,,
2017-05-13,,,,,,,,
2017-05-14,40.0,,28.0,660.0,,,,
2017-05-15,,,27.0,667.0,26.0,670.0,35.0,615.0
2017-05-16,40.0,,27.5,630.0,24.5,560.0,35.0,615.0
2017-05-17,32.0,700.0,26.5,618.0,24.5,550.0,34.5,2865.0
2017-05-18,29.0,620.0,26.5,623.0,24.5,550.0,34.5,730.0
2017-05-19,25.5,555.0,25.5,555.0,28.0,,,
2017-05-20,25.5,555.0,25.5,578.0,25.5,573.0,,
2017-05-21,35.5,794.0,27.5,626.0,26.5,620.0,40.5,832.0
2017-05-22,36.5,869.0,28.0,648.0,28.0,656.0,42.0,944.0
2017-05-23,36.5,866.0,28.0,646.0,28.5,653.0,42.0,911.0
2017-05-24,37.0,915.0,28.0,648.0,28.5,650.0,42.0,948.0
2017-05-25,37.0,884.0,28.0,648.0,35.0,649.0,42.5,944.0
2017-05-26,,,,,,,,
2017-05-27,,,,,,,,
2017-05-28,36.0,888.0,28.0,653.0,28.5,651.0,42.5,968.0
2017-05-29,36.5,887.0,32.0,652.0,28.5,673.0,72.5,979.0
2017-05-30,38.0,860.0,164.0,600.0,,,490.0,1100.0
2017-05-31,38.0,860.0,56.0,623.0,28.0,600.0,263.0,1100.0
2017-06-01,35.0,1031.0,33.0,693.0,26.5,738.0,107.5,1068.0
2017-06-02,33.0,341.0,29.5,422.0,32.5,26.0,38.0,430.0
2017-06-03,,,28.0,650.0,,,,
2017-06-04,36.5,1032.0,32.5,665.0,26.0,675.0,107.5,880.0
2017-06-05,35.0,981.0,31.5,657.0,26.5,675.0,91.5,858.0
2017-06-06,34.0,1013.0,30.5,672.0,25.5,725.0,93.0,996.0
2017-06-07,35.0,912.0,31.0,650.0,26.0,656.0,77.0,922.0
2017-06-08,35.0,908.0,30.5,783.0,25.5,647.0,80.0,905.0
2017-06-09,34.5,770.0,26.0,600.0,,,33.0,760.0
2017-06-10,34.0,1985.0,25.5,1025.0,23.5,2200.0,33.0,760.0
2017-06-11,36.0,1023.0,31.0,672.0,25.5,720.0,97.5,947.0
2017-06-12,35.0,810.0,30.5,614.0,26.0,582.0,87.0,964.0
2017-06-13,35.0,802.0,30.0,606.0,25.0,578.0,87.0,976.0
2017-06-14,35.0,801.0,29.5,648.0,25.5,591.0,79.5,983.0
2017-06-15,34.0,787.0,29.5,608.0,25.5,590.0,83.0,971.0
2017-06-16,30.5,740.0,25.5,588.0,25.5,580.0,38.5,930.0
2017-06-17,30.5,740.0,25.5,588.0,25.5,580.0,38.5,930.0
2017-06-18,35.0,787.0,26.5,608.0,25.5,584.0,83.0,971.0
2017-06-19,36.0,807.0,27.0,750.0,25.5,574.0,80.0,985.0
2017-06-20,36.0,818.0,27.0,752.0,26.5,616.0,75.0,984.0
2017-06-21,36.0,821.0,27.5,754.0,26.5,623.0,72.5,984.0
2017-06-22,37.0,827.0,27.5,635.0,26.5,624.0,72.5,981.0
2017-06-23,33.0,800.0,26.5,600.0,26.5,600.0,35.5,860.0
2017-06-24,33.0,800.0,28.0,640.0,26.5,600.0,35.5,860.0
2017-06-25,33.0,800.0,27.5,620.0,27.5,620.0,35.5,860.0
2017-06-26,,,,,,,,
2017-06-27,,,,,,,,
2017-06-28,37.0,835.0,28.0,640.0,27.0,632.0,68.5,984.0
2017-06-29,37.0,842.0,28.0,644.0,27.0,627.0,72.5,988.0
2017-06-30,,,,,,,,
2017-07-01,,,27.5,650.0,,,,
2017-07-02,37.0,848.0,28.0,645.0,27.5,636.0,70.5,984.0
2017-07-03,37.0,849.0,28.5,643.0,27.5,645.0,68.5,976.0
2017-07-04,37.0,855.0,28.0,656.0,27.5,654.0,68.5,976.0
2017-07-05,38.0,882.0,28.5,667.0,28.0,660.0,71.5,1001.0
2017-07-06,38.0,879.0,28.5,667.0,28.0,660.0,69.5,998.0
2017-07-07,,,30.0,720.0,,,,
2017-07-08,,,,,,,,
2017-07-09,38.5,891.0,29.0,675.0,28.5,664.0,71.5,1001.0
2017-07-10,38.0,881.0,29.0,674.0,28.5,664.0,71.5,1001.0
