date,chemical fertilizer - d. a. p_avg_retail_price,chemical fertilizer - d. a. p_avg_wholesale_price,chemical fertilizer - gypsum (imported)_avg_retail_price,chemical fertilizer - gypsum (imported)_avg_wholesale_price,chemical fertilizer - gypsum (local)_avg_retail_price,chemical fertilizer - gypsum (local)_avg_wholesale_price,chemical fertilizer - m. p (imported) - china_avg_retail_price,chemical fertilizer - m. p (imported) - china_avg_wholesale_price,chemical fertilizer - m. p (imported) - russia_avg_retail_price,chemical fertilizer - m. p (imported) - russia_avg_wholesale_price,chemical fertilizer - s. s. p (imported) - crystal_avg_retail_price,chemical fertilizer - s. s. p (imported) - crystal_avg_wholesale_price,chemical fertilizer - s. s. p (imported) - powder_avg_retail_price,chemical fertilizer - s. s. p (imported) - powder_avg_wholesale_price,chemical fertilizer - s. s. p (local) - powder_avg_retail_price,chemical fertilizer - s. s. p (local) - powder_avg_wholesale_price,chemical fertilizer - t. s. p. (imported)_avg_retail_price,chemical fertilizer - t. s. p. (imported)_avg_wholesale_price,chemical fertilizer - t. s. p. (local)_avg_retail_price,chemical fertilizer - t. s. p. (local)_avg_wholesale_price,chemical fertilizer - urea (ghorashal)_avg_retail_price,chemical fertilizer - urea (ghorashal)_avg_wholesale_price,chemical fertilizer - urea (jamuna)_avg_retail_price,chemical fertilizer - urea (jamuna)_avg_wholesale_price,chemical fertilizer - urea (kafco)_avg_retail_price,chemical fertilizer - urea (kafco)_avg_wholesale_price,chemical fertilizer - urea (zia)_avg_retail_price,chemical fertilizer - urea (zia)_avg_wholesale_price,chemical fertilizer - zinc (imported)_avg_retail_price,chemical fertilizer - zinc (imported)_avg_wholesale_price,chemical fertilizer - zinc (local)_avg_retail_price,chemical fertilizer - zinc (local)_avg_wholesale_price,compost manure - cow dung_avg_retail_price,compost manure - cow dung_avg_wholesale_price
2019-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-23,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-04-24,25.5,1255.0,,,11.5,494.0,15.5,738.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,141.5,,,
2019-04-25,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-28,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-04-29,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-04-30,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-01,26.5,1252.0,,,11.0,700.0,16.5,723.0,,,,,,,,,23.5,1125.0,24.5,1180.0,,,,,15.5,780.0,16.5,770.0,200.0,20000.0,125.5,,,
2019-05-02,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-05,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-06,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-07,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-08,25.5,1255.0,,,11.5,494.0,15.5,738.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,141.5,,,
2019-05-09,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-12,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-13,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-14,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-15,25.5,1237.0,,,12.5,621.0,15.5,736.0,15.5,760.0,,,24.5,1250.0,,,23.5,1164.0,23.5,1138.0,16.5,796.0,16.5,810.0,16.5,798.0,16.5,785.0,200.0,20000.0,138.0,,,
2019-05-16,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-17,27.0,1400.0,,,6.5,240.0,16.5,750.0,,,,,,,,,22.5,1080.0,,,17.0,780.0,17.0,860.0,17.0,840.0,,,,,150.0,,,
2019-05-18,27.0,1400.0,,,6.5,240.0,16.5,750.0,,,,,,,,,22.5,1080.0,,,17.0,780.0,17.0,860.0,17.0,840.0,,,,,150.0,,,
2019-05-19,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-20,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-21,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-22,25.5,1255.0,,,11.5,494.0,15.5,738.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,141.5,,,
2019-05-23,26.0,1277.0,,,11.5,494.0,16.5,744.0,15.5,760.0,,,,,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,808.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-24,27.0,1400.0,,,6.5,240.0,16.5,750.0,,,,,,,,,22.5,1080.0,,,17.0,780.0,17.0,860.0,17.0,840.0,,,,,150.0,,,
2019-05-25,27.0,1400.0,,,6.5,240.0,16.5,750.0,,,,,,,,,22.5,1080.0,,,17.0,780.0,17.0,860.0,17.0,840.0,,,,,150.0,,,
2019-05-26,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-27,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-28,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-29,25.5,1255.0,,,11.5,494.0,15.5,738.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,141.5,,,
2019-05-30,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,760.0,,,24.5,1250.0,,,23.5,1150.0,23.5,1138.0,16.5,798.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-05-31,27.0,1400.0,,,6.5,240.0,16.5,750.0,,,,,,,,,22.5,1080.0,,,17.0,780.0,17.0,860.0,17.0,840.0,,,,,150.0,,,
2019-06-01,27.0,1400.0,,,6.5,240.0,16.5,750.0,,,,,,,,,22.5,1080.0,,,17.0,780.0,17.0,860.0,17.0,840.0,,,,,150.0,,,
2019-06-02,25.5,1240.0,,,,,15.5,720.0,15.5,760.0,,,,,,,22.5,1100.0,22.5,1105.0,,,16.5,810.0,15.5,780.0,,,,,,,,
2019-06-03,25.5,1251.0,,,11.0,391.0,15.5,742.0,15.5,1040.0,,,24.5,1250.0,,,23.5,1358.0,22.5,1097.0,16.5,798.0,16.5,835.0,16.5,806.0,16.5,800.0,,,150.0,,,
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-05,25.5,1242.0,,,,,15.5,720.0,,,,,,,,,22.5,1100.0,22.5,1090.0,,,,,16.5,790.0,16.5,800.0,,,125.5,,,
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-09,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,1040.0,,,24.5,1250.0,,,23.5,1328.0,23.5,1138.0,16.5,798.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-06-10,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,1040.0,,,24.5,1250.0,,,23.5,1328.0,23.5,1138.0,16.5,798.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-06-11,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,1040.0,,,24.5,1250.0,,,23.5,1328.0,23.5,1138.0,16.5,798.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-06-12,25.5,1255.0,,,11.5,494.0,15.5,738.0,15.5,1040.0,,,24.5,1250.0,,,23.5,1328.0,23.5,1138.0,16.5,798.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,141.5,,,
2019-06-13,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,1040.0,,,24.5,1250.0,,,23.5,1328.0,23.5,1138.0,16.5,798.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-16,25.5,1255.0,,,11.5,494.0,15.5,745.0,15.5,1040.0,,,24.5,1250.0,,,23.5,1328.0,23.5,1138.0,16.5,798.0,16.5,835.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-06-17,26.0,1277.0,,,11.5,494.0,16.5,744.0,15.5,1040.0,,,,,,,23.5,1328.0,23.5,1138.0,16.5,798.0,16.5,835.0,16.5,808.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-06-18,26.5,1274.0,,,11.5,494.0,16.5,746.0,15.5,760.0,,,,,,,23.5,1150.0,23.5,1138.0,16.5,791.0,16.5,823.0,16.5,806.0,16.5,785.0,200.0,20000.0,150.0,,,
2019-06-19,26.0,1272.0,,,11.5,494.0,16.5,739.0,15.5,1040.0,,,,,,,23.5,1306.0,23.5,1138.0,16.5,798.0,16.5,823.0,16.5,806.0,16.5,785.0,,,141.5,,,
2019-06-20,25.5,1254.0,,,10.0,412.0,16.5,747.0,15.5,1040.0,,,25.0,1250.0,,,23.5,1306.0,23.5,1138.0,16.5,798.0,16.5,823.0,16.5,806.0,16.5,785.0,,,150.0,,,
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-23,25.5,1254.0,,,10.0,412.0,16.5,747.0,15.5,1040.0,,,25.0,1250.0,,,23.5,1306.0,23.5,1138.0,16.5,798.0,16.5,823.0,16.5,806.0,16.5,785.0,,,150.0,,,
2019-06-24,25.5,1254.0,,,10.0,412.0,16.5,747.0,15.5,1040.0,,,25.0,1250.0,,,23.5,1306.0,23.5,1138.0,16.5,798.0,16.5,823.0,16.5,806.0,16.5,785.0,,,150.0,,,
2019-06-25,25.5,1254.0,,,10.0,412.0,16.5,747.0,15.5,1040.0,,,25.0,1250.0,,,23.5,1306.0,23.5,1138.0,16.5,798.0,16.5,823.0,16.5,806.0,16.5,785.0,,,150.0,,,
2019-06-26,25.5,1255.0,,,10.0,412.0,16.5,740.0,15.5,1040.0,,,25.0,1250.0,,,23.5,1328.0,23.5,1138.0,16.5,798.0,16.5,823.0,16.5,806.0,16.5,800.0,,,141.5,,,
2019-06-27,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,747.0,15.5,968.0,,,25.0,1250.0,,,23.5,1328.0,23.5,1130.0,16.5,798.0,16.5,823.0,16.5,806.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,747.0,15.5,968.0,,,25.0,1250.0,,,23.5,1328.0,23.5,1130.0,16.5,798.0,16.5,823.0,16.5,806.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-01,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,747.0,15.5,968.0,,,25.0,1250.0,,,23.5,1328.0,23.5,1130.0,16.5,798.0,16.5,823.0,16.5,806.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-02,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,740.0,15.5,968.0,,,25.0,1250.0,,,23.5,1328.0,23.5,1130.0,16.5,798.0,16.5,823.0,16.5,806.0,16.5,800.0,155.0,14500.0,141.5,,,
2019-07-03,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,740.0,15.5,968.0,,,,,,,22.5,1331.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,141.5,,,
2019-07-04,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,747.0,15.5,968.0,,,,,,,22.5,1331.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-07,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,747.0,15.5,968.0,,,,,,,22.5,1331.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-08,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,747.0,15.5,968.0,,,,,,,22.5,1331.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-09,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,747.0,15.5,968.0,,,,,,,22.5,1331.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-10,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,740.0,15.5,968.0,,,,,,,22.5,1331.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,141.5,,,
2019-07-11,25.5,1251.0,7.0,256.0,9.5,316.0,16.0,745.0,15.5,968.0,,,,,,,22.5,1331.0,22.5,1098.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-13,25.5,1220.0,,,,,15.5,720.0,,,,,,,,,22.5,1100.0,22.5,1100.0,,,,,15.5,780.0,,,,,,,,
2019-07-14,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,747.0,15.5,757.0,,,,,,,22.5,1117.0,23.5,1130.0,16.5,800.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-15,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,747.0,15.5,968.0,,,,,,,22.5,1331.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-16,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,753.0,15.5,968.0,,,,,,,22.5,1331.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-17,25.5,1254.0,7.0,256.0,10.0,412.0,16.5,740.0,15.5,968.0,,,,,,,22.5,1331.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,141.5,,,
2019-07-18,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,746.0,15.5,968.0,,,,,,,22.5,1331.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-19,25.5,1220.0,,,,,15.5,720.0,,,,,,,,,22.5,1100.0,22.5,1100.0,,,,,15.5,780.0,,,,,,,,
2019-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-21,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-22,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-23,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-24,26.0,1270.0,7.0,256.0,11.5,494.0,16.5,742.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,141.5,,,
2019-07-25,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-28,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-29,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-30,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-07-31,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-01,25.5,1254.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,24.5,1250.0,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-03,25.5,1220.0,,,,,15.5,720.0,,,,,,,,,22.5,1100.0,22.5,1100.0,,,,,15.5,780.0,,,,,,,,
2019-08-04,25.5,1254.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,24.5,1250.0,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-05,25.5,1254.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,24.5,1250.0,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-06,25.5,1254.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,24.5,1250.0,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-07,25.5,1254.0,7.0,256.0,11.5,494.0,16.5,742.0,15.5,968.0,,,24.5,1250.0,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,808.0,16.5,800.0,155.0,14500.0,141.5,,,
2019-08-08,25.5,1253.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,1037.0,,,24.5,1250.0,,,23.0,1301.0,23.5,1135.0,16.5,805.0,16.5,830.0,16.5,808.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-09,25.5,1220.0,,,,,15.5,720.0,,,,,,,,,22.5,1100.0,22.5,1100.0,,,,,15.5,780.0,,,,,,,,
2019-08-10,25.5,1220.0,,,,,15.5,720.0,,,,,,,,,22.5,1100.0,22.5,1100.0,,,,,15.5,780.0,,,,,,,,
2019-08-11,25.5,1220.0,,,,,15.5,720.0,,,,,,,,,22.5,1100.0,22.5,1100.0,,,,,15.5,780.0,,,,,,,,
2019-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-14,26.0,1270.0,7.0,256.0,11.5,494.0,16.5,742.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,141.5,,,
2019-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-17,25.5,1220.0,,,,,15.5,720.0,,,,,,,,,22.5,1100.0,22.5,1100.0,,,,,15.5,780.0,,,,,,,,
2019-08-18,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-19,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-20,26.0,1255.0,7.0,256.0,12.5,621.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1338.0,23.5,1130.0,16.5,813.0,16.5,805.0,16.5,803.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-21,26.0,1270.0,7.0,256.0,11.5,494.0,16.5,742.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,141.5,,,
2019-08-22,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-25,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-26,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-27,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-28,26.0,1270.0,7.0,256.0,11.5,494.0,16.5,742.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,141.5,,,
2019-08-29,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
2019-09-02,26.0,1271.0,7.0,256.0,11.5,494.0,16.5,748.0,15.5,968.0,,,,,,,23.0,1301.0,23.5,1130.0,16.5,805.0,16.5,823.0,16.5,810.0,16.5,800.0,155.0,14500.0,150.0,,,
